option_id,option_text_en,option_order,option_explanation_text_en,is_correct,question_id,answer_id,result_id,user_id,topic_id,legal_topic_mapping_id,option_explanation_text_en_ms,option_explanation_text_en_ne,option_explanation_text_en_bn,option_explanation_text_en_hi
65,No break,A,Incorrect - At least a 30-minute break.,False,19,,,,3,22,Tidak betul - sekurang -kurangnya rehat 30 minit.,गलत - कम्तिमा एक -0 मिनेट ब्रेक।,ভুল - কমপক্ষে 30 মিনিটের বিরতি।,गलत - कम से कम 30 मिनट का ब्रेक।
66,15 minutes,B,Incorrect - At least a 30-minute break.,False,19,,,,3,22,Tidak betul - sekurang -kurangnya rehat 30 minit.,गलत - कम्तिमा एक -0 मिनेट ब्रेक।,ভুল - কমপক্ষে 30 মিনিটের বিরতি।,गलत - कम से कम 30 मिनट का ब्रेक।
67,30 minutes,C,Correct - At least a 30-minute break.,True,19,,,,3,22,Betul - sekurang -kurangnya rehat 30 minit.,सहि - कम्तिमा एक -0 मिनेट ब्रेक।,সঠিক - কমপক্ষে 30 মিনিটের বিরতি।,सही - कम से कम 30 मिनट का ब्रेक।
68,45 minutes,D,Incorrect - At least a 30-minute break.,False,19,,,,3,22,Tidak betul - sekurang -kurangnya rehat 30 minit.,गलत - कम्तिमा एक -0 मिनेट ब्रेक।,ভুল - কমপক্ষে 30 মিনিটের বিরতি।,गलत - कम से कम 30 मिनट का ब्रेक।
69,Yes,A,Incorrect - At least one rest day per week is mandatory.,False,20,,,,3,23,Tidak betul - Sekurang -kurangnya satu hari rehat seminggu adalah wajib.,गलत - कम्तिमा एक आराम दिन प्रति हप्ता अनिवार्य छ।,ভুল - প্রতি সপ্তাহে কমপক্ষে একটি বিশ্রাম দিন বাধ্যতামূলক।,गलत - प्रति सप्ताह कम से कम एक आराम दिन अनिवार्य है।
70,No,B,Correct - At least one rest day per week is mandatory.,True,20,,,,3,23,Betul - Sekurang -kurangnya satu hari rehat seminggu adalah wajib.,सही - कम्तिमा एक आराम दिन प्रति हप्ता अनिवार्य छ।,সঠিক - প্রতি সপ্তাহে কমপক্ষে একটি বিশ্রাম দিন বাধ্যতামূলক।,सही - प्रति सप्ताह कम से कम एक आराम दिन अनिवार्य है।
71,1,A,Correct - At least one full rest day weekly.,True,21,,,,3,23,Betul - sekurang -kurangnya satu hari rehat penuh seminggu.,सहि - कम्तिमा एक पूर्ण आराम दिन साप्ताहिक।,সঠিক - সাপ্তাহিক কমপক্ষে একটি পূর্ণ বিশ্রাম দিন।,सही - कम से कम एक पूर्ण आराम दिन साप्ताहिक।
72,2,B,Incorrect - At least one full rest day weekly.,False,21,,,,3,23,Tidak betul - sekurang -kurangnya satu hari rehat penuh seminggu.,गलत - कम्तिमा एक पूर्ण आराम दिन साप्ताहिक।,ভুল - সাপ্তাহিক কমপক্ষে একটি পূর্ণ বিশ্রাম দিন।,गलत - कम से कम एक पूर्ण आराम दिन साप्ताहिक।
73,0,C,Incorrect - At least one full rest day weekly.,False,21,,,,3,23,Tidak betul - sekurang -kurangnya satu hari rehat penuh seminggu.,गलत - कम्तिमा एक पूर्ण आराम दिन साप्ताहिक।,ভুল - সাপ্তাহিক কমপক্ষে একটি পূর্ণ বিশ্রাম দিন।,गलत - कम से कम एक पूर्ण आराम दिन साप्ताहिक।
74,Employer decides,D,Incorrect - At least one full rest day weekly.,False,21,,,,3,23,Tidak betul - sekurang -kurangnya satu hari rehat penuh seminggu.,गलत - कम्तिमा एक पूर्ण आराम दिन साप्ताहिक।,ভুল - সাপ্তাহিক কমপক্ষে একটি পূর্ণ বিশ্রাম দিন।,गलत - कम से कम एक पूर्ण आराम दिन साप्ताहिक।
75,Yes,A,Correct - Workers may apply for flexible hours/days/place.,True,22,,,,3,24,Betul - Pekerja boleh memohon jam/hari/tempat yang fleksibel.,सहि - वर्कर्स लचिलो घण्टा / दिन / स्थानको लागि आवेदन दिन सक्छ।,সঠিক - কর্মীরা নমনীয় ঘন্টা/দিন/স্থানের জন্য আবেদন করতে পারে।,सही - श्रमिक लचीले घंटे/दिन/स्थान के लिए आवेदन कर सकते हैं।
76,No,B,Incorrect - Workers may apply for flexible hours/days/place.,False,22,,,,3,24,Tidak betul - Pekerja boleh memohon jam/hari/tempat yang fleksibel.,गलत - वर्कर्स लचिलो घण्टा / दिन / स्थानको लागि आवेदन दिन सक्छ।,ভুল - কর্মীরা নমনীয় ঘন্টা/দিন/স্থানের জন্য আবেদন করতে পারে।,गलत - श्रमिक लचीले घंटे/दिन/स्थान के लिए आवेदन कर सकते हैं।
77,10,A,Incorrect - 12 hours/day cap in emergencies.,False,23,,,,3,22,Tidak betul - Cap 12 jam/hari dalam kecemasan.,गलत - 12 घण्टा / दिन एक आपतकालिनमा।,ভুল - জরুরী পরিস্থিতিতে 12 ঘন্টা/দিনের ক্যাপ।,गलत - आपात स्थिति में 12 घंटे/दिन की टोपी।
78,12,B,Correct - 12 hours/day cap in emergencies.,True,23,,,,3,22,Betul - Cap 12 jam/hari dalam kecemasan.,सही - 12 घण्टा / दिन म्याकमेन्टमा टोपी।,সঠিক - জরুরী পরিস্থিতিতে 12 ঘন্টা/দিনের ক্যাপ।,सही - आपात स्थिति में 12 घंटे/दिन की टोपी।
79,14,C,Incorrect - 12 hours/day cap in emergencies.,False,23,,,,3,22,Tidak betul - Cap 12 jam/hari dalam kecemasan.,गलत - 12 घण्टा / दिन एक आपतकालिनमा।,ভুল - জরুরী পরিস্থিতিতে 12 ঘন্টা/দিনের ক্যাপ।,गलत - आपात स्थिति में 12 घंटे/दिन की टोपी।
80,No limit,D,Incorrect - 12 hours/day cap in emergencies.,False,23,,,,3,22,Tidak betul - Cap 12 jam/hari dalam kecemasan.,गलत - 12 घण्टा / दिन एक आपतकालिनमा।,ভুল - জরুরী পরিস্থিতিতে 12 ঘন্টা/দিনের ক্যাপ।,गलत - आपात स्थिति में 12 घंटे/दिन की टोपी।
81,Legal,A,Incorrect - Exceeds 45 hours/week.,False,24,,,,3,22,Tidak betul - melebihi 45 jam/minggu.,गलत - hours 45 घण्टा / हप्ता भन्दा बढि।,ভুল - 45 ঘন্টা/সপ্তাহের বেশি।,गलत - 45 घंटे/सप्ताह से अधिक है।
82,Illegal,B,Correct - Exceeds 45 hours/week.,True,24,,,,3,22,Betul - melebihi 45 jam/minggu.,सही - hours 45 घण्टा / हप्ता भन्दा बढि।,সঠিক - 45 ঘন্টা/সপ্তাহ ছাড়িয়ে গেছে।,सही - 45 घंटे/सप्ताह से अधिक है।
83,Yes,A,Incorrect - Employers cannot hold passports; only proper authority can.,False,25,,,,4,26,Tidak betul - Majikan tidak boleh memegang pasport; Hanya kuasa yang betul boleh.,गलत - रोजगारदाताहरूले पासपोर्टहरू समात्न सक्दैनन्; केवल उचित अख्तियारले मात्र सक्छ।,ভুল - নিয়োগকর্তারা পাসপোর্ট ধরে রাখতে পারবেন না; শুধুমাত্র সঠিক কর্তৃপক্ষ পারে।,गलत - नियोक्ता पासपोर्ट नहीं रख सकते; केवल उचित प्राधिकरण कर सकते हैं।
84,No,B,Correct - Employers cannot hold passports; only proper authority can.,True,25,,,,4,26,Betul - Majikan tidak boleh memegang pasport; Hanya kuasa yang betul boleh.,सही - रोजगारदाताहरूले पासपोर्टहरू समात्न सक्दैनन्; केवल उचित अख्तियारले मात्र सक्छ।,সঠিক - নিয়োগকর্তারা পাসপোর্ট ধরে রাখতে পারবেন না; শুধুমাত্র সঠিক কর্তৃপক্ষ পারে।,सही - नियोक्ता पासपोर्ट नहीं रख सकते; केवल उचित प्राधिकरण कर सकते हैं।
85,"RM10,000",A,"Incorrect - Up to RM50,000.",False,26,,,,4,25,"Tidak betul - sehingga RM50,000.","गलत - RM50,000 सम्म।","ভুল - আরএম 50,000 পর্যন্ত।","गलत - RM50,000 तक।"
86,"RM20,000",B,"Incorrect - Up to RM50,000.",False,26,,,,4,25,"Tidak betul - sehingga RM50,000.","गलत - RM50,000 सम्म।","ভুল - আরএম 50,000 পর্যন্ত।","गलत - RM50,000 तक।"
87,"RM50,000",C,"Correct - Up to RM50,000.",True,26,,,,4,25,"Betul - sehingga RM50,000.","सही - RM50,000 सम्म।","সঠিক - আরএম 50,000 পর্যন্ত।","सही - RM50,000 तक।"
88,"RM100,000",D,"Incorrect - Up to RM50,000.",False,26,,,,4,25,"Tidak betul - sehingga RM50,000.","गलत - RM50,000 सम्म।","ভুল - আরএম 50,000 পর্যন্ত।","गलत - RM50,000 तक।"
89,Worker,A,Incorrect - Employer must provide protective equipment.,False,27,,,,4,27,Tidak betul - Majikan mesti menyediakan peralatan perlindungan.,गलत - रोजगारदाताले सुरक्षात्मक उपकरण प्रदान गर्नुपर्नेछ।,ভুল - নিয়োগকর্তাকে অবশ্যই প্রতিরক্ষামূলক সরঞ্জাম সরবরাহ করতে হবে।,गलत - नियोक्ता को सुरक्षात्मक उपकरण प्रदान करना होगा।
90,Employer,B,Correct - Employer must provide protective equipment.,True,27,,,,4,27,Betul - Majikan mesti menyediakan peralatan pelindung.,सहि - रोजगारदाताले सुरक्षात्मक उपकरण प्रदान गर्नुपर्नेछ।,সঠিক - নিয়োগকর্তাকে অবশ্যই প্রতিরক্ষামূলক সরঞ্জাম সরবরাহ করতে হবে।,सही - नियोक्ता को सुरक्षात्मक उपकरण प्रदान करना चाहिए।
91,Union,C,Incorrect - Employer must provide protective equipment.,False,27,,,,4,27,Tidak betul - Majikan mesti menyediakan peralatan perlindungan.,गलत - रोजगारदाताले सुरक्षात्मक उपकरण प्रदान गर्नुपर्नेछ।,ভুল - নিয়োগকর্তাকে অবশ্যই প্রতিরক্ষামূলক সরঞ্জাম সরবরাহ করতে হবে।,गलत - नियोक्ता को सुरक्षात्मक उपकरण प्रदान करना होगा।
92,NGO,D,Incorrect - Employer must provide protective equipment.,False,27,,,,4,27,Tidak betul - Majikan mesti menyediakan peralatan perlindungan.,गलत - रोजगारदाताले सुरक्षात्मक उपकरण प्रदान गर्नुपर्नेछ।,ভুল - নিয়োগকর্তাকে অবশ্যই প্রতিরক্ষামূলক সরঞ্জাম সরবরাহ করতে হবে।,गलत - नियोक्ता को सुरक्षात्मक उपकरण प्रदान करना होगा।
93,20,A,Incorrect - Required for ≥ 40 workers or when directed.,False,28,,,,4,29,Tidak betul - diperlukan untuk ≥ 40 pekerja atau apabila diarahkan.,गलत - ≥ 40 कामदार वा निर्देशित जब।,ভুল - 40 40 কর্মীদের জন্য বা নির্দেশিত হলে প্রয়োজনীয়।,गलत - to 40 श्रमिकों के लिए या निर्देशित होने पर आवश्यक।
94,30,B,Incorrect - Required for ≥ 40 workers or when directed.,False,28,,,,4,29,Tidak betul - diperlukan untuk ≥ 40 pekerja atau apabila diarahkan.,गलत - ≥ 40 कामदार वा निर्देशित जब।,ভুল - 40 40 কর্মীদের জন্য বা নির্দেশিত হলে প্রয়োজনীয়।,गलत - to 40 श्रमिकों के लिए या निर्देशित होने पर आवश्यक।
95,40,C,Correct - Required for ≥ 40 workers or when directed.,True,28,,,,4,29,Betul - diperlukan untuk ≥ 40 pekerja atau apabila diarahkan.,सही - ≥ 40 कामदारहरू वा निर्देशितको लागि आवश्यक छ।,সঠিক - 40 40 কর্মীদের জন্য বা নির্দেশিত হলে প্রয়োজনীয়।,सही - to 40 श्रमिकों के लिए या निर्देशित होने पर आवश्यक।
96,50,D,Incorrect - Required for ≥ 40 workers or when directed.,False,28,,,,4,29,Tidak betul - diperlukan untuk ≥ 40 pekerja atau apabila diarahkan.,गलत - ≥ 40 कामदार वा निर्देशित जब।,ভুল - 40 40 কর্মীদের জন্য বা নির্দেশিত হলে প্রয়োজনীয়।,गलत - to 40 श्रमिकों के लिए या निर्देशित होने पर आवश्यक।
97,Employer,A,Correct - Employer/accommodation provider must ensure safety.,True,29,,,,4,31,Betul - Pembekal majikan/penginapan mesti memastikan keselamatan.,सही - रोजगारदाता / आवास प्रदायकले सुरक्षा सुनिश्चित गर्नुपर्दछ।,সঠিক - নিয়োগকর্তা/আবাসন সরবরাহকারীকে অবশ্যই সুরক্ষা নিশ্চিত করতে হবে।,सही - नियोक्ता/आवास प्रदाता को सुरक्षा सुनिश्चित करना चाहिए।
98,Worker,B,Incorrect - Employer/accommodation provider must ensure safety.,False,29,,,,4,31,Tidak betul - Pembekal majikan/penginapan mesti memastikan keselamatan.,गलत - नियोक्ता / आवास प्रदायकले सुरक्षा सुनिश्चित गर्नुपर्दछ।,ভুল - নিয়োগকর্তা/আবাসন সরবরাহকারীকে অবশ্যই সুরক্ষা নিশ্চিত করতে হবে।,गलत - नियोक्ता/आवास प्रदाता को सुरक्षा सुनिश्चित करनी चाहिए।
99,NGO,C,Incorrect - Employer/accommodation provider must ensure safety.,False,29,,,,4,31,Tidak betul - Pembekal majikan/penginapan mesti memastikan keselamatan.,गलत - नियोक्ता / आवास प्रदायकले सुरक्षा सुनिश्चित गर्नुपर्दछ।,ভুল - নিয়োগকর্তা/আবাসন সরবরাহকারীকে অবশ্যই সুরক্ষা নিশ্চিত করতে হবে।,गलत - नियोक्ता/आवास प्रदाता को सुरक्षा सुनिश्चित करनी चाहिए।
100,Nobody,D,Incorrect - Employer/accommodation provider must ensure safety.,False,29,,,,4,31,Tidak betul - Pembekal majikan/penginapan mesti memastikan keselamatan.,गलत - नियोक्ता / आवास प्रदायकले सुरक्षा सुनिश्चित गर्नुपर्दछ।,ভুল - নিয়োগকর্তা/আবাসন সরবরাহকারীকে অবশ্যই সুরক্ষা নিশ্চিত করতে হবে।,गलत - नियोक्ता/आवास प्रदाता को सुरक्षा सुनिश्चित करनी चाहिए।
101,Employer,A,Correct - Employer must notify the nearest OSH office.,True,30,,,,4,30,Betul - Majikan mesti memberitahu pejabat OSH terdekat.,सहि - रोजगारदाताले नजिकको ओएसएच कार्यालयलाई सूचित गर्नुपर्दछ।,সঠিক - নিয়োগকর্তাকে অবশ্যই নিকটতম ওএসএইচ অফিসকে অবহিত করতে হবে।,सही - नियोक्ता को निकटतम OSH कार्यालय को सूचित करना चाहिए।
102,Worker,B,Incorrect - Employer must notify the nearest OSH office.,False,30,,,,4,30,Tidak betul - Majikan mesti memaklumkan pejabat OSH yang terdekat.,गलत - नियोक्ताले नजिकको ओएसएफ अफिस सूचित गर्नुपर्दछ।,ভুল - নিয়োগকর্তাকে অবশ্যই নিকটতম ওএসএইচ অফিসকে অবহিত করতে হবে।,गलत - नियोक्ता को निकटतम OSH कार्यालय को सूचित करना चाहिए।
103,Police,C,Incorrect - Employer must notify the nearest OSH office.,False,30,,,,4,30,Tidak betul - Majikan mesti memaklumkan pejabat OSH yang terdekat.,गलत - नियोक्ताले नजिकको ओएसएफ अफिस सूचित गर्नुपर्दछ।,ভুল - নিয়োগকর্তাকে অবশ্যই নিকটতম ওএসএইচ অফিসকে অবহিত করতে হবে।,गलत - नियोक्ता को निकटतम OSH कार्यालय को सूचित करना चाहिए।
104,No need to report,D,Incorrect - Employer must notify the nearest OSH office.,False,30,,,,4,30,Tidak betul - Majikan mesti memaklumkan pejabat OSH yang terdekat.,गलत - नियोक्ताले नजिकको ओएसएफ अफिस सूचित गर्नुपर्दछ।,ভুল - নিয়োগকর্তাকে অবশ্যই নিকটতম ওএসএইচ অফিসকে অবহিত করতে হবে।,गलत - नियोक्ता को निकटतम OSH कार्यालय को सूचित करना चाहिए।
105,Yes,A,Incorrect - Adequate water must be provided.,False,31,,,,4,32,Tidak betul - Air yang mencukupi mesti disediakan.,गलत - पर्याप्त पानी प्रदान गरिनु पर्छ।,ভুল - পর্যাপ্ত জল সরবরাহ করতে হবে।,गलत - पर्याप्त पानी प्रदान किया जाना चाहिए।
106,No,B,Correct - Adequate water must be provided.,True,31,,,,4,32,Betul - air yang mencukupi mesti disediakan.,सही - पर्याप्त पानी प्रदान गरिनु पर्छ।,সঠিক - পর্যাপ্ত জল সরবরাহ করতে হবে।,सही - पर्याप्त पानी प्रदान किया जाना चाहिए।
107,Nothing,A,Incorrect - Workers must take reasonable care and wear PPE; penalties apply for breaches.,False,32,,,,4,28,Tidak betul - Pekerja mesti mengambil penjagaan yang munasabah dan memakai PPE; Penalti memohon pelanggaran.,गलत - कामदारहरूले व्यावहारिक हेरचाह गर्नु पर्छ र ppe लगाउनै पर्छ; दण्डहरू उल्लंघनको लागि आवेदन दिनुहोस्।,ভুল - কর্মীদের অবশ্যই যুক্তিসঙ্গত যত্ন নিতে হবে এবং পিপিই পরতে হবে; জরিমানা লঙ্ঘনের জন্য প্রযোজ্য।,गलत - श्रमिकों को उचित देखभाल करनी चाहिए और पीपीई पहननी चाहिए; उल्लंघनों के लिए दंड लागू होता है।
108,Only employer's duty,B,Incorrect - Workers must take reasonable care and wear PPE; penalties apply for breaches.,False,32,,,,4,28,Tidak betul - Pekerja mesti mengambil penjagaan yang munasabah dan memakai PPE; Penalti memohon pelanggaran.,गलत - कामदारहरूले व्यावहारिक हेरचाह गर्नु पर्छ र ppe लगाउनै पर्छ; दण्डहरू उल्लंघनको लागि आवेदन दिनुहोस्।,ভুল - কর্মীদের অবশ্যই যুক্তিসঙ্গত যত্ন নিতে হবে এবং পিপিই পরতে হবে; জরিমানা লঙ্ঘনের জন্য প্রযোজ্য।,गलत - श्रमिकों को उचित देखभाल करनी चाहिए और पीपीई पहननी चाहिए; उल्लंघनों के लिए दंड लागू होता है।
109,Care for own & others' safety and follow rules,C,Correct - Workers must take reasonable care and wear PPE; penalties apply for breaches.,True,32,,,,4,28,Betul - Pekerja mesti mengambil penjagaan yang munasabah dan memakai PPE; Penalti memohon pelanggaran.,सहि - कामदारहरूले उचित हेरचाह गर्नु र ppe लगाउनै पर्छ; दण्डहरू उल्लंघनको लागि आवेदन दिनुहोस्।,সঠিক - কর্মীদের অবশ্যই যুক্তিসঙ্গত যত্ন নিতে হবে এবং পিপিই পরতে হবে; জরিমানা লঙ্ঘনের জন্য প্রযোজ্য।,सही - श्रमिकों को उचित देखभाल करनी चाहिए और पीपीई पहनना चाहिए; उल्लंघनों के लिए दंड लागू होता है।
110,Optional compliance,D,Incorrect - Workers must take reasonable care and wear PPE; penalties apply for breaches.,False,32,,,,4,28,Tidak betul - Pekerja mesti mengambil penjagaan yang munasabah dan memakai PPE; Penalti memohon pelanggaran.,गलत - कामदारहरूले व्यावहारिक हेरचाह गर्नु पर्छ र ppe लगाउनै पर्छ; दण्डहरू उल्लंघनको लागि आवेदन दिनुहोस्।,ভুল - কর্মীদের অবশ্যই যুক্তিসঙ্গত যত্ন নিতে হবে এবং পিপিই পরতে হবে; জরিমানা লঙ্ঘনের জন্য প্রযোজ্য।,गलत - श्रमिकों को उचित देखभाल करनी चाहिए और पीपीई पहननी चाहिए; उल्लंघनों के लिए दंड लागू होता है।
111,60,A,Incorrect - Monthly cap is 104 hours.,False,33,,,,5,33,Tidak betul - topi bulanan adalah 104 jam.,गलत - मासिक क्याप 104 घण्टा हो।,ভুল - মাসিক ক্যাপ 104 ঘন্টা।,गलत - मासिक कैप 104 घंटे है।
112,80,B,Incorrect - Monthly cap is 104 hours.,False,33,,,,5,33,Tidak betul - topi bulanan adalah 104 jam.,गलत - मासिक क्याप 104 घण्टा हो।,ভুল - মাসিক ক্যাপ 104 ঘন্টা।,गलत - मासिक कैप 104 घंटे है।
113,104,C,Correct - Monthly cap is 104 hours.,True,33,,,,5,33,Betul - topi bulanan adalah 104 jam.,सही - मासिक क्याप 104 घण्टा हो।,সঠিক - মাসিক ক্যাপ 104 ঘন্টা।,सही - मासिक कैप 104 घंटे है।
114,120,D,Incorrect - Monthly cap is 104 hours.,False,33,,,,5,33,Tidak betul - topi bulanan adalah 104 jam.,गलत - मासिक क्याप 104 घण्टा हो।,ভুল - মাসিক ক্যাপ 104 ঘন্টা।,गलत - मासिक कैप 104 घंटे है।
115,Employer,A,Correct - Employer must pay; non-payment is an offence.,True,34,,,,5,34,Betul - Majikan mesti membayar; Tidak membayar adalah kesalahan.,सहि - रोजगारदाताले तिर्नु पर्छ; गैर-भुक्तानी एक अपराध हो।,সঠিক - নিয়োগকর্তাকে অবশ্যই অর্থ প্রদান করতে হবে; অর্থ প্রদান একটি অপরাধ।,सही - नियोक्ता को भुगतान करना होगा; गैर-भुगतान एक अपराध है।
116,Government,B,Incorrect - Employer must pay; non-payment is an offence.,False,34,,,,5,34,Tidak betul - Majikan mesti membayar; Tidak membayar adalah kesalahan.,गलत - रोजगारदाताले तिर्नु पर्छ; गैर-भुक्तानी एक अपराध हो।,ভুল - নিয়োগকর্তাকে অবশ্যই অর্থ প্রদান করতে হবে; অর্থ প্রদান একটি অপরাধ।,गलत - नियोक्ता को भुगतान करना होगा; गैर-भुगतान एक अपराध है।
117,Union,C,Incorrect - Employer must pay; non-payment is an offence.,False,34,,,,5,34,Tidak betul - Majikan mesti membayar; Tidak membayar adalah kesalahan.,गलत - रोजगारदाताले तिर्नु पर्छ; गैर-भुक्तानी एक अपराध हो।,ভুল - নিয়োগকর্তাকে অবশ্যই অর্থ প্রদান করতে হবে; অর্থ প্রদান একটি অপরাধ।,गलत - नियोक्ता को भुगतान करना होगा; गैर-भुगतान एक अपराध है।
118,Nobody,D,Incorrect - Employer must pay; non-payment is an offence.,False,34,,,,5,34,Tidak betul - Majikan mesti membayar; Tidak membayar adalah kesalahan.,गलत - रोजगारदाताले तिर्नु पर्छ; गैर-भुक्तानी एक अपराध हो।,ভুল - নিয়োগকর্তাকে অবশ্যই অর্থ প্রদান করতে হবে; অর্থ প্রদান একটি অপরাধ।,गलत - नियोक्ता को भुगतान करना होगा; गैर-भुगतान एक अपराध है।
119,"RM5,000",A,"Incorrect - Up to RM50,000.",False,35,,,,5,36,"Tidak betul - sehingga RM50,000.","गलत - RM50,000 सम्म।","ভুল - আরএম 50,000 পর্যন্ত।","गलत - RM50,000 तक।"
120,"RM20,000",B,"Incorrect - Up to RM50,000.",False,35,,,,5,36,"Tidak betul - sehingga RM50,000.","गलत - RM50,000 सम्म।","ভুল - আরএম 50,000 পর্যন্ত।","गलत - RM50,000 तक।"
121,"RM50,000",C,"Correct - Up to RM50,000.",True,35,,,,5,36,"Betul - sehingga RM50,000.","सही - RM50,000 सम्म।","সঠিক - আরএম 50,000 পর্যন্ত।","सही - RM50,000 तक।"
122,"RM100,000",D,"Incorrect - Up to RM50,000.",False,35,,,,5,36,"Tidak betul - sehingga RM50,000.","गलत - RM50,000 सम्म।","ভুল - আরএম 50,000 পর্যন্ত।","गलत - RM50,000 तक।"
123,Yes,A,Incorrect - Exceeds the 104-hour cap.,False,36,,,,5,33,Tidak betul - melebihi topi 104 jam.,गलत - 104 घण्टा क्याप भन्दा बढि।,ভুল - 104 ঘন্টা ক্যাপ ছাড়িয়ে গেছে।,गलत - 104 -घंटे की टोपी से अधिक है।
124,No,B,Correct - Exceeds the 104-hour cap.,True,36,,,,5,33,Betul - melebihi topi 104 jam.,सही - 104 घण्टा क्याप भन्दा बढि।,সঠিক - 104 ঘন্টা ক্যাপ ছাড়িয়ে গেছে।,सही - 104 -घंटे की टोपी से अधिक है।
125,Yes,A,Incorrect - Non-payment is an offence; court can order payment.,False,37,,,,5,34,Tidak betul - tidak membayar adalah kesalahan; Mahkamah boleh memesan pembayaran.,गलत - गैर-भुक्तानी एक अपराध हो; अदालतले भुक्तानी गर्न सक्दछ।,ভুল - অ -অর্থ প্রদান একটি অপরাধ; আদালত অর্থ প্রদানের আদেশ দিতে পারে।,गलत - गैर -भुगतान एक अपराध है; अदालत भुगतान का आदेश दे सकती है।
126,No,B,Correct - Non-payment is an offence; court can order payment.,True,37,,,,5,34,Betul - tidak membayar adalah kesalahan; Mahkamah boleh memesan pembayaran.,सही - गैर-भुक्तानी एक अपराध हो; अदालतले भुक्तानी गर्न सक्दछ।,সঠিক - অ -অর্থ প্রদান একটি অপরাধ; আদালত অর্থ প্রদানের আদেশ দিতে পারে।,सही - गैर -भुगतान एक अपराध है; अदालत भुगतान का आदेश दे सकती है।
127,Warning only,A,"Incorrect - General penalty up to RM50,000.",False,38,,,,5,36,"Tidak betul - Penalti Umum sehingga RM50,000.",गलत - RM5000 सम्म सामान्य दण्ड।,"ভুল - আরএম 50,000 পর্যন্ত সাধারণ জরিমানা।","गलत - RM50,000 तक सामान्य जुर्माना।"
128,"RM10,000 fine",B,"Incorrect - General penalty up to RM50,000.",False,38,,,,5,36,"Tidak betul - Penalti Umum sehingga RM50,000.",गलत - RM5000 सम्म सामान्य दण्ड।,"ভুল - আরএম 50,000 পর্যন্ত সাধারণ জরিমানা।","गलत - RM50,000 तक सामान्य जुर्माना।"
129,"RM50,000 fine",C,"Correct - General penalty up to RM50,000.",True,38,,,,5,36,"Betul - Penalti Umum sehingga RM50,000.",सही - RM5000 सम्म सामान्य दण्ड।,"সঠিক - আরএম 50,000 পর্যন্ত সাধারণ জরিমানা।","सही - RM50,000 तक सामान्य जुर्माना।"
130,No consequence,D,"Incorrect - General penalty up to RM50,000.",False,38,,,,5,36,"Tidak betul - Penalti Umum sehingga RM50,000.",गलत - RM5000 सम्म सामान्य दण्ड।,"ভুল - আরএম 50,000 পর্যন্ত সাধারণ জরিমানা।","गलत - RM50,000 तक सामान्य जुर्माना।"
131,Yes,A,Incorrect - Employers must pay for holiday work.,False,39,,,,5,34,Tidak betul - Majikan mesti membayar kerja percutian.,गलत - रोजगारदाताहरूले छुट्टीको कामको लागि तिर्नु पर्छ।,ভুল - নিয়োগকারীদের অবশ্যই ছুটির কাজের জন্য অর্থ প্রদান করতে হবে।,गलत - नियोक्ताओं को छुट्टी के काम के लिए भुगतान करना होगा।
132,No,B,Correct - Employers must pay for holiday work.,True,39,,,,5,34,Betul - Majikan mesti membayar kerja percutian.,सही - रोजगारदाताहरूले छुट्टीको कामको लागि तिर्नु पर्छ।,সঠিক - নিয়োগকারীদের অবশ্যই ছুটির কাজের জন্য অর্থ প্রদান করতে হবে।,सही - नियोक्ताओं को छुट्टी के काम के लिए भुगतान करना होगा।
133,Nothing,A,Incorrect - Non-compliance can lead to extra fines until payment.,False,40,,,,5,35,Tidak betul - Ketidakpatuhan boleh menyebabkan denda tambahan sehingga pembayaran.,गलत - गैर-अनुपालन भुक्तानी नभएसम्म थप जरिवानाहरू निम्त्याउन सक्छ।,ভুল - অ -সম্মতি অর্থ প্রদান না হওয়া পর্যন্ত অতিরিক্ত জরিমানার দিকে নিয়ে যেতে পারে।,गलत - गैर -अनुपालन से भुगतान तक अतिरिक्त जुर्माना हो सकता है।
134,Additional daily fines,B,Correct - Non-compliance can lead to extra fines until payment.,True,40,,,,5,35,Betul - Ketidakpatuhan boleh menyebabkan denda tambahan sehingga pembayaran.,सही - गैर-अनुपालन भुक्तानी नभएसम्म थप जरिवानाहरू निम्त्याउन सक्छ।,সঠিক - অ -সম্মতি অর্থ প্রদান না হওয়া পর্যন্ত অতিরিক্ত জরিমানার দিকে নিয়ে যেতে পারে।,सही - गैर -अनुपालन से भुगतान तक अतिरिक्त जुर्माना हो सकता है।
135,Worker pays fees,C,Incorrect - Non-compliance can lead to extra fines until payment.,False,40,,,,5,35,Tidak betul - Ketidakpatuhan boleh menyebabkan denda tambahan sehingga pembayaran.,गलत - गैर-अनुपालन भुक्तानी नभएसम्म थप जरिवानाहरू निम्त्याउन सक्छ।,ভুল - অ -সম্মতি অর্থ প্রদান না হওয়া পর্যন্ত অতিরিক্ত জরিমানার দিকে নিয়ে যেতে পারে।,गलत - गैर -अनुपालन से भुगतान तक अतिरिक्त जुर्माना हो सकता है।
