topic_id,legal_id,question_id,question_text_en,quiz_type,answer_id,option_text_en,option_order,option_explanation_text_en,option_is_correct,session_id,created_at,user_id,question_order
7,48,2,"If ≥100 workers live at site, employer must provide…",multiple_choice,2,Community hall & recreation facilities,B,Correct - Community hall and recreation facilities are required.,True,,,,2
7,48,2,"If ≥100 workers live at site, employer must provide…",multiple_choice,3,Only clinic,C,Incorrect - Community hall and recreation facilities are required.,False,,,,2
7,48,2,"If ≥100 workers live at site, employer must provide…",multiple_choice,4,Only dorm rooms,D,Incorrect - Community hall and recreation facilities are required.,False,,,,2
7,50,3,"If no hospital is nearby, who must establish a clinic?",multiple_choice,1,Government,A,Incorrect - Employer must maintain a clinic with doctor visits.,False,,,,3
7,50,3,"If no hospital is nearby, who must establish a clinic?",multiple_choice,2,Employer,B,Correct - Employer must maintain a clinic with doctor visits.,True,,,,3
7,50,3,"If no hospital is nearby, who must establish a clinic?",multiple_choice,3,Union,C,Incorrect - Employer must maintain a clinic with doctor visits.,False,,,,3
7,50,3,"If no hospital is nearby, who must establish a clinic?",multiple_choice,4,NGO,D,Incorrect - Employer must maintain a clinic with doctor visits.,False,,,,3
7,52,4,Must accommodation have a certificate?,true_false,1,Yes,A,Correct - Certificate for Accommodation is required.,True,,,,4
7,52,4,Must accommodation have a certificate?,true_false,2,No,B,Incorrect - Certificate for Accommodation is required.,False,,,,4
7,55,5,Employer charges rent but not via wage deductions. Legal?,true_false,1,Yes,A,Incorrect - Rent/charges must be deducted via wages under prescribed conditions.,False,,,,5
7,55,5,Employer charges rent but not via wage deductions. Legal?,true_false,2,No,B,Correct - Rent/charges must be deducted via wages under prescribed conditions.,True,,,,5
7,56,6,Employer uses an unfit building for housing. Legal?,true_false,1,Yes,A,Incorrect - Unfit buildings cannot be used for accommodation.,False,,,,6
7,56,6,Employer uses an unfit building for housing. Legal?,true_false,2,No,B,Correct - Unfit buildings cannot be used for accommodation.,True,,,,6
7,63,7,Which utilities are required for housing?,multiple_choice,1,None,A,Incorrect - Adequate water and electricity must be provided.,False,,,,7
7,63,7,Which utilities are required for housing?,multiple_choice,2,Only electricity,B,Incorrect - Adequate water and electricity must be provided.,False,,,,7
7,63,7,Which utilities are required for housing?,multiple_choice,3,Only water,C,Incorrect - Adequate water and electricity must be provided.,False,,,,7
7,63,7,Which utilities are required for housing?,multiple_choice,4,Water and electricity,D,Correct - Adequate water and electricity must be provided.,True,,,,7
7,59,8,Terminated with notice < 4 weeks; told to leave hostel today. Legal?,true_false,1,Yes,A,Incorrect - Worker generally has up to 4 weeks to vacate after short-notice termination.,False,,,,8
7,59,8,Terminated with notice < 4 weeks; told to leave hostel today. Legal?,true_false,2,No,B,Correct - Worker generally has up to 4 weeks to vacate after short-notice termination.,True,,,,8
8,41,1,Employer safety duties include…,multiple_choice,1,"Provide safe equipment and systems, training, emergency procedures",A,"Correct - Employers must ensure safety, training, safe systems, facilities, and emergency procedures.",True,,,,1
8,41,1,Employer safety duties include…,multiple_choice,2,Only pay on time,B,"Incorrect - Employers must ensure safety, training, safe systems, facilities, and emergency procedures.",False,,,,1
8,41,1,Employer safety duties include…,multiple_choice,3,Nothing specific,C,"Incorrect - Employers must ensure safety, training, safe systems, facilities, and emergency procedures.",False,,,,1
8,41,1,Employer safety duties include…,multiple_choice,4,Leave to workers,D,"Incorrect - Employers must ensure safety, training, safe systems, facilities, and emergency procedures.",False,,,,1
8,42,2,Employees must…,multiple_choice,1,Ignore safety rules,A,Incorrect - Workers must cooperate on safety and wear PPE; penalties apply for breaches.,False,,,,2
8,42,2,Employees must…,multiple_choice,2,Care for own & others' safety and wear PPE,B,Correct - Workers must cooperate on safety and wear PPE; penalties apply for breaches.,True,,,,2
8,42,2,Employees must…,multiple_choice,3,Never report hazards,C,Incorrect - Workers must cooperate on safety and wear PPE; penalties apply for breaches.,False,,,,2
8,42,2,Employees must…,multiple_choice,4,Choose any equipment,D,Incorrect - Workers must cooperate on safety and wear PPE; penalties apply for breaches.,False,,,,2
8,42,3,Penalty for breaking employee safety duties?,multiple_choice,1,No penalty,A,"Incorrect - Fines up to RM2,000 or jail up to 3 months.",False,,,,3
8,42,3,Penalty for breaking employee safety duties?,multiple_choice,2,"RM2,000 fine or up to 3 months jail",B,"Correct - Fines up to RM2,000 or jail up to 3 months.",True,,,,3
8,42,3,Penalty for breaking employee safety duties?,multiple_choice,3,Only warning,C,"Incorrect - Fines up to RM2,000 or jail up to 3 months.",False,,,,3
8,42,3,Penalty for breaking employee safety duties?,multiple_choice,4,RM500 fine,D,"Incorrect - Fines up to RM2,000 or jail up to 3 months.",False,,,,3
8,44,4,When must a safety & health committee be set up?,multiple_choice,1,10 workers,A,Incorrect - Required for 40 or more workers or if directed.,False,,,,4
8,44,4,When must a safety & health committee be set up?,multiple_choice,2,20 workers,B,Incorrect - Required for 40 or more workers or if directed.,False,,,,4
8,44,4,When must a safety & health committee be set up?,multiple_choice,3,40 workers,C,Correct - Required for 40 or more workers or if directed.,True,,,,4
8,44,4,When must a safety & health committee be set up?,multiple_choice,4,100 workers,D,Incorrect - Required for 40 or more workers or if directed.,False,,,,4
8,45,5,Who must report accidents/dangerous incidents?,multiple_choice,1,Employer,A,Correct - Employer must notify the nearest OSH office.,True,,,,5
8,45,5,Who must report accidents/dangerous incidents?,multiple_choice,2,Worker,B,Incorrect - Employer must notify the nearest OSH office.,False,,,,5
8,45,5,Who must report accidents/dangerous incidents?,multiple_choice,3,Police,C,Incorrect - Employer must notify the nearest OSH office.,False,,,,5
8,45,5,Who must report accidents/dangerous incidents?,multiple_choice,4,Nobody,D,Incorrect - Employer must notify the nearest OSH office.,False,,,,5
8,38,6,Employer ignores fire safety. Legal?,true_false,1,Yes,A,Incorrect - Employers must take fire safety measures.,False,,,,6
8,38,6,Employer ignores fire safety. Legal?,true_false,2,No,B,Correct - Employers must take fire safety measures.,True,,,,6
8,43,7,Employer must prepare and update…,multiple_choice,1,Payroll only,A,Incorrect - A written safety and health policy must be prepared and communicated.,False,,,,7
8,43,7,Employer must prepare and update…,multiple_choice,2,Written safety & health policy,B,Correct - A written safety and health policy must be prepared and communicated.,True,,,,7
8,43,7,Employer must prepare and update…,multiple_choice,3,No documents,C,Incorrect - A written safety and health policy must be prepared and communicated.,False,,,,7
8,43,7,Employer must prepare and update…,multiple_choice,4,Advertising plan,D,Incorrect - A written safety and health policy must be prepared and communicated.,False,,,,7
8,46,8,Infectious disease outbreak at work. Employer must…,multiple_choice,1,Do nothing,A,Incorrect - Provide place for safe segregation and bear maintenance/treatment costs as directed.,False,,,,8
8,46,8,Infectious disease outbreak at work. Employer must…,multiple_choice,2,Provide segregation and pay costs as directed,B,Correct - Provide place for safe segregation and bear maintenance/treatment costs as directed.,True,,,,8
8,46,8,Infectious disease outbreak at work. Employer must…,multiple_choice,3,Close business only,C,Incorrect - Provide place for safe segregation and bear maintenance/treatment costs as directed.,False,,,,8
8,46,8,Infectious disease outbreak at work. Employer must…,multiple_choice,4,Ask workers to stay home without pay,D,Incorrect - Provide place for safe segregation and bear maintenance/treatment costs as directed.,False,,,,8
9,66,1,Maternity leave entitlement (days)?,multiple_choice,1,60,A,Incorrect - 98 consecutive days; allowance subject to qualifying conditions.,False,,,,1
9,66,1,Maternity leave entitlement (days)?,multiple_choice,2,90,B,Incorrect - 98 consecutive days; allowance subject to qualifying conditions.,False,,,,1
9,66,1,Maternity leave entitlement (days)?,multiple_choice,3,98,C,Correct - 98 consecutive days; allowance subject to qualifying conditions.,True,,,,1
9,66,1,Maternity leave entitlement (days)?,multiple_choice,4,100,D,Incorrect - 98 consecutive days; allowance subject to qualifying conditions.,False,,,,1
9,73,2,Paternity leave entitlement (days)?,multiple_choice,1,3,A,Incorrect - 7 consecutive days for eligible married male employees.,False,,,,2
9,73,2,Paternity leave entitlement (days)?,multiple_choice,2,5,B,Incorrect - 7 consecutive days for eligible married male employees.,False,,,,2
9,73,2,Paternity leave entitlement (days)?,multiple_choice,3,7,C,Correct - 7 consecutive days for eligible married male employees.,True,,,,2
9,73,2,Paternity leave entitlement (days)?,multiple_choice,4,10,D,Incorrect - 7 consecutive days for eligible married male employees.,False,,,,2
9,70,3,Minimum paid public holidays per year?,multiple_choice,1,8,A,Incorrect - At least 11 paid public holidays.,False,,,,3
9,70,3,Minimum paid public holidays per year?,multiple_choice,2,10,B,Incorrect - At least 11 paid public holidays.,False,,,,3
9,70,3,Minimum paid public holidays per year?,multiple_choice,3,11,C,Correct - At least 11 paid public holidays.,True,,,,3
9,70,3,Minimum paid public holidays per year?,multiple_choice,4,12,D,Incorrect - At least 11 paid public holidays.,False,,,,3
9,71,4,Annual leave for service ≥ 5 years?,multiple_choice,1,12 days,A,Incorrect - 16 days per 12 months.,False,,,,4
9,71,4,Annual leave for service ≥ 5 years?,multiple_choice,2,14 days,B,Incorrect - 16 days per 12 months.,False,,,,4
9,71,4,Annual leave for service ≥ 5 years?,multiple_choice,3,16 days,C,Correct - 16 days per 12 months.,True,,,,4
9,71,4,Annual leave for service ≥ 5 years?,multiple_choice,4,18 days,D,Incorrect - 16 days per 12 months.,False,,,,4
9,74,5,Employer refuses maternity leave to an eligible worker. Legal?,true_false,1,Yes,A,Incorrect - It's an offence; court can order payment/penalties.,False,,,,5
9,74,5,Employer refuses maternity leave to an eligible worker. Legal?,true_false,2,No,B,Correct - It's an offence; court can order payment/penalties.,True,,,,5
9,69,6,You work on a rest day > half normal hours. Compensation?,multiple_choice,1,No extra pay,A,Incorrect - Compensation depends on pay basis; exceeding half normal hours triggers higher pay.,False,,,,6
9,69,6,You work on a rest day > half normal hours. Compensation?,multiple_choice,2,Half-day pay only,B,Incorrect - Compensation depends on pay basis; exceeding half normal hours triggers higher pay.,False,,,,6
9,69,6,You work on a rest day > half normal hours. Compensation?,multiple_choice,3,1 day's wages (monthly/weekly) or 2 days (daily/hourly),C,Correct - Compensation depends on pay basis; exceeding half normal hours triggers higher pay.,True,,,,6
9,69,6,You work on a rest day > half normal hours. Compensation?,multiple_choice,4,Normal rate only,D,Incorrect - Compensation depends on pay basis; exceeding half normal hours triggers higher pay.,False,,,,6
9,70,7,Public holiday falls on your rest day. What happens?,multiple_choice,1,Nothing,A,Incorrect - Next working day becomes a paid public holiday.,False,,,,7
9,70,7,Public holiday falls on your rest day. What happens?,multiple_choice,2,Next working day becomes a paid holiday,B,Correct - Next working day becomes a paid public holiday.,True,,,,7
9,70,7,Public holiday falls on your rest day. What happens?,multiple_choice,3,Lose the holiday,C,Incorrect - Next working day becomes a paid public holiday.,False,,,,7
9,70,7,Public holiday falls on your rest day. What happens?,multiple_choice,4,Take leave,D,Incorrect - Next working day becomes a paid public holiday.,False,,,,7
9,72,8,Sick leave entitlement for < 2 years of service?,multiple_choice,1,8 days,A,Incorrect - 14 days per year; higher entitlements for longer service/hospitalisation.,False,,,,8
9,72,8,Sick leave entitlement for < 2 years of service?,multiple_choice,2,14 days,B,Correct - 14 days per year; higher entitlements for longer service/hospitalisation.,True,,,,8
9,72,8,Sick leave entitlement for < 2 years of service?,multiple_choice,3,18 days,C,Incorrect - 14 days per year; higher entitlements for longer service/hospitalisation.,False,,,,8
9,72,8,Sick leave entitlement for < 2 years of service?,multiple_choice,4,22 days,D,Incorrect - 14 days per year; higher entitlements for longer service/hospitalisation.,False,,,,8
10,35,1,Can an employer legally keep your passport?,true_false,1,Yes,A,Incorrect - Employers cannot keep passports; only proper authority can.,False,,,,1
10,35,1,Can an employer legally keep your passport?,true_false,2,No,B,Correct - Employers cannot keep passports; only proper authority can.,True,,,,1
10,35,2,Who may lawfully hold your passport?,multiple_choice,1,Employer,A,Incorrect - Only the worker or proper authority.,False,,,,2
10,35,2,Who may lawfully hold your passport?,multiple_choice,2,You and immigration authority with legal approval,B,Correct - Only the worker or proper authority.,True,,,,2
10,35,2,Who may lawfully hold your passport?,multiple_choice,3,Supervisor,C,Incorrect - Only the worker or proper authority.,False,,,,2
10,35,2,Who may lawfully hold your passport?,multiple_choice,4,Recruitment agent,D,Incorrect - Only the worker or proper authority.,False,,,,2
10,35,3,Employer keeps passport for 'safekeeping' until contract ends. Legal?,true_false,1,Yes,A,Incorrect - Still illegal; passport must remain with worker.,False,,,,3
10,35,3,Employer keeps passport for 'safekeeping' until contract ends. Legal?,true_false,2,No,B,Correct - Still illegal; passport must remain with worker.,True,,,,3
10,35,4,"If your passport is kept illegally, that is…",multiple_choice,1,Allowed,A,Incorrect - It is unlawful.,False,,,,4
10,35,4,"If your passport is kept illegally, that is…",multiple_choice,2,Against the law,B,Correct - It is unlawful.,True,,,,4
10,35,4,"If your passport is kept illegally, that is…",multiple_choice,3,Optional,C,Incorrect - It is unlawful.,False,,,,4
10,35,4,"If your passport is kept illegally, that is…",multiple_choice,4,Company policy,D,Incorrect - It is unlawful.,False,,,,4
10,31,5,Penalty that can apply for passport/labour violations (when no specific penalty stated)?,multiple_choice,1,"RM5,000",A,"Incorrect - General penalty up to RM50,000.",False,,,,5
10,31,5,Penalty that can apply for passport/labour violations (when no specific penalty stated)?,multiple_choice,2,"RM20,000",B,"Incorrect - General penalty up to RM50,000.",False,,,,5
10,31,5,Penalty that can apply for passport/labour violations (when no specific penalty stated)?,multiple_choice,3,"RM50,000",C,"Correct - General penalty up to RM50,000.",True,,,,5
10,31,5,Penalty that can apply for passport/labour violations (when no specific penalty stated)?,multiple_choice,4,"RM100,000",D,"Incorrect - General penalty up to RM50,000.",False,,,,5
10,35,6,You 'agree' to let employer hold passport. Is it safe/legal?,true_false,1,Yes,A,Incorrect - Workers should keep their own passport; employer retention risks coercion and is not permitted.,False,,,,6
10,35,6,You 'agree' to let employer hold passport. Is it safe/legal?,true_false,2,No,B,Correct - Workers should keep their own passport; employer retention risks coercion and is not permitted.,True,,,,6
10,35,7,Employer returns your passport only for immigration appointments. Legal?,true_false,1,Yes,A,Incorrect - Passport should remain with the worker except when handed to proper authority.,False,,,,7
10,35,7,Employer returns your passport only for immigration appointments. Legal?,true_false,2,No,B,Correct - Passport should remain with the worker except when handed to proper authority.,True,,,,7
10,35,8,"If employer refuses to return your passport, what should you do first?",multiple_choice,1,Do nothing,A,Incorrect - Seek help from NGOs/authorities; retention is illegal.,False,,,,8
10,35,8,"If employer refuses to return your passport, what should you do first?",multiple_choice,2,Report to NGO/authorities,B,Correct - Seek help from NGOs/authorities; retention is illegal.,True,,,,8
10,35,8,"If employer refuses to return your passport, what should you do first?",multiple_choice,3,Pay a fee to get it back,C,Incorrect - Seek help from NGOs/authorities; retention is illegal.,False,,,,8
10,35,8,"If employer refuses to return your passport, what should you do first?",multiple_choice,4,Quit immediately,D,Incorrect - Seek help from NGOs/authorities; retention is illegal.,False,,,,8
