org_id,org_name,service_type,org_email,org_descr_en,state_code,org_url,org_phone_no,org_address,operation_hour,org_en,tag
412,Klinik Kesihatan Bedong,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-458 3333,"Bedong, 8100 Bedong, Kuala Muda",,Bedong Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
413,Klinik Kesihatan Kota Kuala Muda,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-437 4225,"Jalan Pantai Merdeka, Jalan Sungai Mas, 8500 Kuala Muda, Kuala Muda",,Kota Kuala Muda Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
414,Klinik Kesihatan Merbok,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-457 2214,"Bandar Merbok, 8400 Merbok, Kuala Muda",,Merbok Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
415,Klinik Kesihatan Sungai Lalang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-459 4127,"Lot 15 & 16, Taman Lembah Permai, 8100 Sungai Lalang, Kuala Muda",,Sungai Lalang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
416,Klinik Kesihatan Bakar Arang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-422 0294,"Jalan Taman Intan, 8000 Sungai Petani, Kuala Muda",,Bakar Arang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
417,Klinik Kesihatan Bandar Sungai Petani,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-421 3333,"Jalan Badlishah, 8000 Sungai Petani, Kuala Muda",,Bandar Sungai Petani Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
418,Klinik Kesihatan Bukit Selambau,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-419 3312,"Bukit Selambu, 8010 Sungai Petani, Kuala Muda",,Bukit Selambau Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
419,Klinik Kesihatan Ayer Hitam,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,https://www.facebook.com/klinikayerhitam/?locale=ms_MY,+604-794 2101,"Ayer Hitam, 6150 Ayer Hitam, Kubang Pasu",Monday-Friday 08:00-17:00,Ayer Hitam Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
420,Klinik Kesihatan Laka Temin,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-922 1655,"Laka Temin, 6050 Bukit Kayu Hitam, Kubang Pasu",,Laka Temin Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
421,Klinik Kesihatan Changloon,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-924 1277,"Changloon, 6010 Changloon, Kubang Pasu",,Changloon Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
422,Klinik Kesihatan Banai,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-917 1382,"Banai, 6000 Jitra, Kubang Pasu",,Banai Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
423,Klinik Kesihatan Tunjang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-929 1524,"Tunjang, 6000 Jitra, Kubang Pasu",,Tunjang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
424,Klinik Kesihatan Kepala Batas,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,https://www.instagram.com/explore/locations/97924403/klinik-kesihatan-kepala-batas/,+604-714 4820,"Kepala Batas, 6200 Kepala Batas, Kubang Pasu",Monday-Wednesday 08:00-13:00 and 14:00-17:00; Thursday 08:00-13:00 and 14:00-15:00; Sunday 08:00-13:00 and 14:00-17:00,Kepala Batas Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
425,Klinik Kesihatan Kodiang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-925 0178,"Kodiang, 6100 Kodiang, Kubang Pasu",,Kodiang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
426,Klinik Kesihatan Karangan,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-405 6261,"Jalan Mahang, 9700 Karangan, Kulim",,Karangan Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
427,Klinik Kesihatan Kulim,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-490 5533,"Jalan Hospital Lama, 9000 Kulim, Kulim",,Kulim Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
428,Klinik Kesihatan Taman Selasih,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-491 7377,"Lot 3302, Taman Selasih, 9000 Kulim, Kulim",,Taman Selasih Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
429,Klinik Kesihatan Lunas,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-484 4355,"Jalan Ara Kuda, 9600 Lunas, Kulim",,Lunas Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
430,Klinik Kesihatan Merbau Pulas,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-416 3852,"Jalan Kuala Ketil, Merbau Pulas, 9410 Padang Serai, Kulim",,Merbau Pulas Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
431,Klinik Kesihatan Padang Serai,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-485 5655,"Jalan Lunas, 9400 Padang Serai, Kulim",,Padang Serai Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
432,Klinik Kesihatan Mahang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-404 1333,"Lot 919, Jalan Mahang, 9800 Serdang, Kulim",,Mahang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
433,Klinik Kesihatan TeMOHyong,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-953 1133,"Padang Maksirat, 7100 Langkawi, Langkawi",,TeMOHyong Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
434,Klinik Kesihatan Air Hangat,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-959 1959,"Mukim Air Hangat, 7000 Langkawi     , Langkawi",,Air Hangat Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
435,Klinik Kesihatan Kuah,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-966 3490,"Jalan Air Hangat, 7000 Langkawi, Langkawi",,Kuah Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
436,Klinik Kesihatan Padang Matsirat,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-955 1355,"Padang Mat Sirat, 7100 Langkawi     , Langkawi",Monday-Wednesday 08:00-21:00; Thursday 08:00-20:00; Saturday 09:00-13:00; Sunday 08:00-21:00,Padang Matsirat Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
437,Klinik Kesihatan Durian Burung,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-786 0013,"Kuala Nerang, 6300 Kuala Nerang, Padang Terap",,Durian Burung Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
438,Klinik Kesihatan Lubuk Merbau,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-752 0129,"Lubuk Merbau, 6300 Kuala Nerang, Padang Terap",,Lubuk Merbau Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
439,Klinik Kesihatan Naka,Health & Wellbeing-Public Health Centre,kknaka.pt@gmail.com,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,https://www.facebook.com/kknaka/?locale=ms_MY,+604-785 1229,"Naka, 6300 Kuala Nerang, Padang Terap",Monday-Thursday 08:00-17:00; Sunday 08:00-17:00,Naka Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
440,Klinik Kesihatan Pedu,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,https://www.facebook.com/kkpedu/?locale=ms_MY,+604-786 8717,"Pedu, 6300 Kuala Nerang, Padang Terap",Monday-Thursday 08:00-17:00; Sunday 08:00-17:00,Pedu Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
441,Klinik Kesihatan Kubur Panjang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-784 6355,"Kubur Panjang, 6700 Pendang, Pendang",,Kubur Panjang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
442,Klinik Kesihatan Pendang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-759 6412,"Jalan Sungai Tiang, 6700 Pendang, Pendang",,Pendang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
443,Klinik Kesihatan Sungai Tiang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-754 1135,"Jalan Sungai Tiang, 6720 Pendang, Pendang",,Sungai Tiang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
444,Klinik Kesihatan Jeniang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-464 1200,"Jalan Jeniang, 8700 Gurun, Sik",,Jeniang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
445,Klinik Kesihatan Kampong Betong,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+6019-477 6363,"Kampong Betong, 8200 Mukim Jeneri, Sik",,Kampong Betong Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
446,Klinik Kesihatan Gulau,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-752 2826,"Mukim Sik, 8210 Sik, Sik",,Gulau Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
447,Klinik Kesihatan Guar Chempedak,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-468 2396,"Guar Campak, 8800 Guar Chempedak, Yan",,Guar Chempedak Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
448,Klinik Kesihatan Permatang Buloh,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-447 1451,"Permatang Buluh, 6800 Kota Sarang Semut, Yan",,Permatang Buloh Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
449,Klinik Kesihatan Sungai Limau Dalam,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",2,No URL,+604-769 1607,"Sungai Limau Dalam, 6910 Yan, Yan",,Sungai Limau Dalam Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
450,Klinik Kesihatan Bachok,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-778 9333,"Bachok, 16300 Bachok, Bachok","No information available, contact for more details",Bachok Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
452,Klinik Kesihatan Beris,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,https://www.instagram.com/explore/locations/145559549433956/klinik-kesihatan-beris-panchor/,+609-778 8633,"Kubor Besar, 16300 Bachok, Bachok",Sunday-Wednesday 08:00-17:00; Thursday 08:00-15:30,Beris Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
453,Klinik Kesihatan Gunong,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-783 4333,"Gunong, 16390 Bachok, Bachok",Sunday-Thursday 08:00-17:00,Gunong Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
454,Klinik Kesihatan Kandis,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-741 6732,"Kandis, 16300 Bachok, Bachok",Sunday-Thursday 08:00-17:00,Kandis Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
455,Klinik Kesihatan Mahligai,Health & Wellbeing-Public Health Centre,kk_mahligai@moh.gov.my,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,https://www.facebook.com/KlinikMahligai,+609-783 4213,"Mahligai, 16400 Bachok, Bachok",24hr,Mahligai Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment, 24/7"
456,Klinik Kesihatan Beris Panchor,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,https://www.instagram.com/explore/locations/145559549433956/klinik-kesihatan-beris-panchor/,+609-778 8633,"Beris Panchor, 16020 Tawar, Bachok",Sunday-Thursday 08:00-17:00,Beris Panchor Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
457,Klinik Kesihatan Aring,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,https://www.instagram.com/explore/locations/549556318734701/klinik-kesihatan-aring/,+609-928 2332,"Aring, 18300 Gua Musang, Gua Musang",24hr,Aring Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment, 24/7"
458,Klinik Kesihatan Bertam Baru,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,https://www.facebook.com/KKBertamBaru/,+609-912 6626,"Bertam Baru, 18300 Gua Musang, Gua Musang",Sunday-Thursday 08:00-17:00,Bertam Baru Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
459,Klinik Kesihatan Chiku,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,https://www.klinikhayat.com/branch/chiku/,+609-928 5333,"Chiku 3, 18300 Gua Musang, Gua Musang",Sunday-Thursday 08:00-16:00,Chiku Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
460,Klinik Kesihatan Gua Musang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,https://www.facebook.com/profile.php?id=100092573926832,+609-912 1171,"Gua Musang, 18300 Gua Musang, Gua Musang",Sunday-Thursday 08:00-17:00,Gua Musang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
461,Klinik Kesihatan Jeram Tekoh,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-912 6308,"Jeram Tekoh, 18300 Gua Musang, Gua Musang",Sunday-Thursday 08:00-17:00,Jeram Tekoh Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
462,Klinik Kesihatan Kuala Betis,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-741 6732,"Kuala Betis, 18300 Gua Musang, Gua Musang",Sunday-Wednesday 08:00-17:00; Thursday 08:00-15:30,Kuala Betis Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
463,Klinik Kesihatan Lebir,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-741 6732,"Lebir, 18300 Gua Musang, Gua Musang",,Lebir Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
464,Klinik Kesihatan Lojing,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-922 1406,"Lojing, 18300 Gua Musang, Gua Musang",,Lojing Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
465,Klinik Kesihatan Batu Melintang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-741 6732,"Kampung Batu Melintang, 17520 Batu Melintang, Jeli",,Batu Melintang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
466,Klinik Kesihatan Ayer Lanas,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-946 8333,"Ayer Lanas, 17700 Jeli, Jeli",,Ayer Lanas Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
467,Klinik Kesihatan Jeli,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-944 0733,"Jeli, 17600 Jeli, Jeli",,Jeli Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
468,Klinik Kesihatan Kuala Balah,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-936 1233,"Kuala Balah, 17600 Kuala Balah, Jeli",,Kuala Balah Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
469,Klinik Kesihatan Lubok Bongor,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-741 6732,"Lubok Bongor, 17600 Kuala Balah, Jeli",,Lubok Bongor Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
470,Klinik Kesihatan Badang,Health & Wellbeing-Public Health Centre,No email detail. Please contact via other contact detail,"Government general health care clinics under MOH offering doctor visits care, care for mothers and children, vaccinations, health checks and they can send you to hospital to hospitals. Fees are generally low cost",3,No URL,+609-773 0333,"Jalan Pantai Cahaya Bulan, 15350 Kota Bharu, Kota Bharu",,Badang Health Clinic,"Government, Primary care, Outpatient, Maternal, Child health, Immunisation, Screening, Referral, Subsidised, Walk-in, Appointment"
