org_id,org_name,service_type,org_email,org_descr_en,state_code,org_url,org_phone_no,org_address,operation_hour,org_en,tag
52,Jabatan Tenaga Kerja (Selangor),Work,jtknselangor@mohr.gov.my,State labour office for wage/OT/rest day complaints; hostel standards (Act 446) advice; mediation & enforcement.,10,https://jtksm.mohr.gov.my/ms,+603-563 2880,"Wisma Consplant 2, Suite A405-7, Tingkat 3A, West Wing, No. 7, Jalan SS16/1, 47500 Subang Jaya, SelaNGOr",Monday-Thursday 08:00-13:00 and 14:00-16:30; Friday 08:00-12:15 and 14:45-16:30,Department of Labour (Selangor) (Jabatan Tenaga Kerja (Selangor)),"wage claim, overtime, rest days, complaints, hostel standards"
53,Jabatan Tenaga Kerja (Terengganu),Housing & Shelter,jtkntrgnu@mohr.gov.my,State labour office for wage/OT/rest day complaints; hostel standards (Act 446) advice; mediation & enforcement.,11,https://jtksm.mohr.gov.my/ms,+609-620 3791,"No. 1, Tingkat 6, Wisma Persekutuan, Jalan Sultan Ismail, 20200, Kuala Terengganu, Terengganu, 20200","No information available, contact for more detail",Department of Labour (Terengganu) (Jabatan Tenaga Kerja (Terengganu)),"wage claim, overtime, rest days, complaints, hostel standards"
54,Jabatan Tenaga Kerja (Terengganu),Work,jtkntrgnu@mohr.gov.my,State labour office for wage/OT/rest day complaints; hostel standards (Act 446) advice; mediation & enforcement.,11,https://jtksm.mohr.gov.my/ms,+609-620 3791,"No. 1, Tingkat 6, Wisma Persekutuan, Jalan Sultan Ismail, 20200, Kuala Terengganu, Terengganu, 20200","No information available, contact for more detail",Department of Labour (Terengganu) (Jabatan Tenaga Kerja (Terengganu)),"wage claim, overtime, rest days, complaints, hostel standards"
55,Jabatan Tenaga Kerja Peninsular Malaysia (JTKSM),Housing & Shelter,jtksm@mohr.gov.my,Headquarters in Peninsular Malaysia for wage/OT/rest day complaints; hostel standards (Act 446) advice; mediation & enforcement.,16,https://jtksm.mohr.gov.my/ms,+603-800 0800,"Aras 5, Blok D3, Kompleks D, Pusat Pentadbiran Kerajaan Persekutuan, Presint 1, 62530 Putrajaya",Monday-Thursday 08:00-13:00 and 14:00-17:00; Friday 08:00-12:30 and 14:30-17:00,Department of Labour Peninsular Malaysia (Jabatan Tenaga Kerja Peninsular Malaysia (JTKSM)),"wage claim, overtime, rest days, complaints, hostel standards"
56,Jabatan Tenaga Kerja Peninsular Malaysia (JTKSM),Work,jtksm@mohr.gov.my,Headquarter labour office in Peninsular Malaysia for wage/OT/rest day complaints; hostel standards (Act 446) advice; mediation & enforcement.,16,https://jtksm.mohr.gov.my/ms,+603-800 0800,"Aras 5, Blok D3, Kompleks D, Pusat Pentadbiran Kerajaan Persekutuan, Presint 1, 62530 Putrajaya",Monday-Thursday 08:00-13:00 and 14:00-17:00; Friday 08:00-12:30 and 14:30-17:00,Department of Labour Peninsular Malaysia (Jabatan Tenaga Kerja Peninsular Malaysia (JTKSM)),"wage claim, overtime, rest days, complaints, hostel standards"
57,Kechara Soup Kitchen Society,Other Support,ksk@kechara.com,"Non-religious community action group in Malaysia providing food distribution, basic medical aid, and counselling services to the homeless and urban poor.  ",14,https://kecharasoupkitchen.com/,+601-261 5026,"17, Jalan Barat, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Monday-Friday 10:00-18:00; Saturday 14:00-22:00,Kechara Soup Kitchen Society,"NGO, food aid, medical aid, counselling, community support, free"
58,MERCY Malaysia Headquarters,Health & Wellbeing,info@mercy.org.my,"Nationwide coverage; medical relief, health-related development and outreach for vulnerable groups across Malaysia.",14,https://mercy.org.my/,+603-227 6211,"1st Floor, Bangunan MCOBA, 42 Jalan Syed Putra, 50460 Kuala Lumpur, Malaysia",Monday-Friday 09:00-18:00,MERCY Malaysia Headquarters,"NGO, community health, mobile clinic, mental health, disaster relief, outreach, appointment, free"
59,MERCY Malaysia Sabah Chapter ,Health & Wellbeing,mercysabahchapter02@gmail.com,"Medical relief, health-related development and outreach for vulnerable groups.",12,https://www.facebook.com/mercymalaysiasabah/?locale=ms_MY,+608-827 2667,"Lot No 4, Jalan Percetakan, Off, Jalan Tuaran, 88400 Kota Kinabalu, Sabah",Monday-Friday 09:00-17:00,MERCY Malaysia Sabah Chapter ,"NGO, community health, mobile clinic, mental health, disaster relief, outreach, appointment, free"
60,MERCY Malaysia Sarawak Chapter ,Health & Wellbeing,info@mercy.org.my,"Medical relief, health-related development and outreach for vulnerable groups.",13,https://mercy.org.my/,+603-214 2200,"Lorong Kota Padawan 6, Padawan, Sarawak, Malaysia",Monday-Friday 09:00-17:00,MERCY Malaysia Sarawak Chapter ,"NGO, community health, mobile clinic, mental health, disaster relief, outreach, appointment, free"
61,"Malaysian Care (Wisma Care, HQ)",Other Support,mail@malaysiancare.org,"Faith-based NGO in Malaysia supporting migrant workers and their families through community outreach, food aid, skills training, education, and advocacy for inclusion and welfare.  ",14,https://malaysiancare.org/,+603-921 2016,"15, Jalan Tasik Selatan 3, Bandar Tasik Selatan, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Monday-Friday 09:00-17:30,"Malaysian Care (Wisma Care, HQ)","NGO, faith based, food aid, skills training, legal awareness, EN, MS, walk-in, appointment, no fee., free"
62,Malaysian Red Crescent Society (Johor),Health & Wellbeing,johor@redcrescent.org.my,"First aid, ambulance support, disaster relief and community training (branch services vary).",1,https://www.facebook.com/redcrescentjb/,+607-223 8354,"66 Jalan Yahya Awal, Johor Bahru, Malaysia",Monday-Friday 08:30-17:30; Saturday 08:30-13:00,Malaysian Red Crescent Society (Johor),"first aid, ambulance, disaster relief, training"
63,Malaysian Red Crescent Society (Kedah),Health & Wellbeing,kedah@redcrescent.org.my,"Humanitarian assistance, first aid and community health; restoring family links and disaster response.",2,https://redcrescent.org.my/,+604-720 9980,"JKR 155, Bangunan Muafakat, Bakar Bata, Lebuhraya Darul Aman, 05000 Alor Setar","No information available, contact for more detail",Malaysian Red Crescent Society (Kedah),"NGO, first aid, ambulance, disaster relief, blood donation, training, free"
64,Malaysian Red Crescent Society (Kelantan),Health & Wellbeing,kelantan@redcrescent.org.my,"Humanitarian assistance, first aid and community health; restoring family links and disaster response.",3,https://redcrescent.org.my/,+609-743 5504,"Rumah Amal Tengku Muhammad Faris Petra, Jalan Mahmud, 15200 Kota Bharu",Monday-Friday 09:00-17:00,Malaysian Red Crescent Society (Kelantan),"NGO, first aid, ambulance, disaster relief, blood donation, training, free"
65,Malaysian Red Crescent Society (Labuan),Health & Wellbeing,labuan@redcrescent.org.my,"Humanitarian assistance, first aid and community health; restoring family links and disaster response.",15,https://redcrescent.org.my/,+608-841 1702,"Telekom (M) Berhad, Jalan Kampung Jawa, 87007 Labuan, Wilayah Persekutuan Labuan, Malaysia","No information available, contact for more detail",Malaysian Red Crescent Society (Labuan),"NGO, first aid, ambulance, disaster relief, blood donation, training, free"
66,Malaysian Red Crescent Society (Malacca),Health & Wellbeing,melaka@redcrescent.org.my,"Humanitarian assistance, first aid and community health; restoring family links and disaster response.",4,https://redcrescent.org.my/,+606-281 7376,"No. 12, Bukit Peringgit, 75150 Melaka",Monday-Friday 09:00-17:00,Malaysian Red Crescent Society (Malacca),"NGO, first aid, ambulance, disaster relief, blood donation, training, free"
67,Malaysian Red Crescent Society (Negeri Sembilan),Health & Wellbeing,n.sembilan@redcrescent.org.my,"Humanitarian assistance, first aid and community health; restoring family links and disaster response.",5,https://redcrescent.org.my/,+606-763 9097,"No. 3, Jalan Dr Krishnan, 70000 Seremban",Monday-Friday 09:00-17:00,Malaysian Red Crescent Society (Negeri Sembilan),"NGO, first aid, ambulance, disaster relief, blood donation, training, free"
68,Malaysian Red Crescent Society (Pahang),Health & Wellbeing,pahang@redcrescent.org.my,"Humanitarian assistance, first aid and community health; restoring family links and disaster response.",6,https://redcrescent.org.my/,+609-516 5243,"JKR 121, Jalan Gambut, 25000 Kuantan",24hr,Malaysian Red Crescent Society (Pahang),"NGO, first aid, ambulance, disaster relief, blood donation, training, free, 24/7"
69,Malaysian Red Crescent Society (Penang),Health & Wellbeing,p.pinang@redcrescent.org.my,"Humanitarian assistance, first aid and community health; restoring family links and disaster response.",7,https://redcrescent.org.my/,+604-827 5678,"No.26, Jalan Grove, 11400 Pulau Pinang",Monday-Friday 09:00-18:00,Malaysian Red Crescent Society (Penang),"NGO, first aid, ambulance, disaster relief, blood donation, training, free"
70,Malaysian Red Crescent Society (Perak),Health & Wellbeing,perak@redcrescent.org.my,"Humanitarian assistance, first aid and community health; restoring family links and disaster response.",8,https://redcrescent.org.my/,+605-546 6159,"Lot. No 4890N, Jalan Komplek Sukan, Berhampiran Stadium Perak, 31400 Ipoh","No information available, contact for more detail",Malaysian Red Crescent Society (Perak),"NGO, first aid, ambulance, disaster relief, blood donation, training, free"
71,Malaysian Red Crescent Society (Perlis),Health & Wellbeing,perlis@redcrescent.org.my,"Humanitarian assistance, first aid and community health; restoring family links and disaster response.",9,https://redcrescent.org.my/,+604-977 9477,"JKR 323, Jalan Cempaka, 01000 Kangar","No information available, contact for more detail",Malaysian Red Crescent Society (Perlis),"NGO, first aid, ambulance, disaster relief, blood donation, training, free"
72,Malaysian Red Crescent Society (Putrajaya),Health & Wellbeing,adminvms@redcrescent.org.my,"Humanitarian assistance, first aid and community health via MRCS network; inquiries handled by national HQ.",16,https://redcrescent.org.my/contact/,+603-214 3812,"Lot PT54, Lengkok Belfield, Off Jalan Wisma Putra, 50460 Kuala Lumpur, Malaysia","No information available, contact for more detail",Malaysian Red Crescent Society (Putrajaya),"NGO, first aid, ambulance, disaster relief, blood donation, training, free"
73,Malaysian Red Crescent Society (Sabah),Health & Wellbeing,sabah@redcrescent.org.my,"Humanitarian assistance, first aid and community health; restoring family links and disaster response.",12,https://redcrescent.org.my/,+608-242 6480,"Voluntary Association Complex Batu 21/2, Lot No. 2, Jalan Tuaran Lorong Bunga Matahari 2, Sabah, 88400 Kota Kinabalu","No information available, contact for more detail",Malaysian Red Crescent Society (Sabah),"NGO, first aid, ambulance, disaster relief, blood donation, training, free"
74,Malaysian Red Crescent Society Sarawak Chapter,Health & Wellbeing,stamprc@po.jaring.my,"Humanitarian assistance, first aid and community health; restoring family links and disaster response.",13,https://www.redcrescentsarawak.org.my/,+608-242 8228,"Jalan P. Ramlee, 93400 Kuching, Sarawak, Malaysia",Monday-Friday 08:30-12:00 and 14:30-17:00; Saturday 08:30-12:00,Malaysian Red Crescent Society Sarawak Chapter,"NGO, first aid, ambulance, disaster relief, blood donation, training, free"
75,Malaysian Trades Union Congress (MTUC) Headquarters,Legal Aid,sgmtuc@gmail.com,"National trade union centre advocating for workers' rights, minimum wage, fair workweeks, labour law reforms, and union organizing. Provides support for migrant workers, retrenched workers, and promotes safer workplaces nationwide.  ",10,https://mtuc.org.my/,+603-802 4295,"10-5, 10-5, Jalan USJ 9/5t, Subang Business Centre, 47620 Subang Jaya, Selangor",Monday-Friday 09:00-17:00,Malaysian Trades Union Congress (MTUC) Headquarters,"NGO, union, advocacy, labour rights, legal aid, worker protection, free"
76,Malaysian Trades Union Congress (MTUC) Johor,Legal Aid,mteh1963@gmail.com,"National trade union centre advocating for workers' rights, minimum wage, fair workweeks, labour law reforms, and union organizing. Provides support for migrant workers, retrenched workers, and promotes safer workplaces nationwide.  ",1,https://mtuc.org.my/,+607-224 4233,"No. 49, Jalan Sri Bahagia, Johor Bahru Johor, 81200","No information available, contact for more detail",Malaysian Trades Union Congress (MTUC) Johor,"NGO, union, advocacy, labour rights, legal aid, worker protection, free"
77,Malaysian Trades Union Congress (MTUC) Kedah,Legal Aid,zamri.midah@gmail.com,"National trade union centre advocating for workers' rights, minimum wage, fair workweeks, labour law reforms, and union organizing. Provides support for migrant workers, retrenched workers, and promotes safer workplaces nationwide.  ",2,https://mtuc.org.my/,+601-253 9847,"D/A 161 & 162, Tingkat 1, Susuran Sultan Abdul Hamid 8, Kompleks Perniagaan Sultan, Abdul Hamid Fasa 2, Persiaran Sultan Abdul Hamid, 05050 Alor Star, Kedah","No information available, contact for more detail",Malaysian Trades Union Congress (MTUC) Kedah,"NGO, union, advocacy, labour rights, legal aid, worker protection, free"
78,Malaysian Trades Union Congress (MTUC) Penang,Legal Aid,kveeriah@hotmail.com,"National trade union centre advocating for workers' rights, minimum wage, fair workweeks, labour law reforms, and union organizing. Provides support for migrant workers, retrenched workers, and promotes safer workplaces nationwide.  ",7,https://mtuc.org.my/,+601-947 7643,"2965, Jalan Perai Utama 1, Taman Perai Utama, 13600 Perai, Pulau Pinang",Monday-Saturday 09:00-05:00,Malaysian Trades Union Congress (MTUC) Penang,"NGO, union, advocacy, labour rights, legal aid, worker protection, free"
79,Malaysian Trades Union Congress (MTUC) Perak,Legal Aid,arfadzil58@yahoo.com,"National trade union centre advocating for workers' rights, minimum wage, fair workweeks, labour law reforms, and union organizing. Provides support for migrant workers, retrenched workers, and promotes safer workplaces nationwide.  ",8,https://mtuc.org.my/,+605-292 3758,"20A, Jalan Klebang Utama 1, Taman Klebang Utama, 31200 Chemor, Perak","No information available, contact for more detail",Malaysian Trades Union Congress (MTUC) Perak,"NGO, union, advocacy, labour rights, legal aid, worker protection, free"
80,Malaysian Trades Union Congress (MTUC) Sabah,Legal Aid,awangali.ahmad@yahoo.com,"National trade union centre advocating for workers' rights, minimum wage, fair workweeks, labour law reforms, and union organizing. Provides support for migrant workers, retrenched workers, and promotes safer workplaces nationwide.  ",12,https://mtuc.org.my/,+601-385 1243,"3rd Floor, Block C, Lot No.19, Lintas Square, Jln Lintas, 88300 Kota Kinabalu, Sabah","No information available, contact for more detail",Malaysian Trades Union Congress (MTUC) Sabah,"NGO, union, advocacy, labour rights, legal aid, worker protection, free"
81,Malaysian Trades Union Congress (MTUC) Sarawak,Legal Aid,utesswk@streamyx.com,"National trade union centre advocating for workers' rights, minimum wage, fair workweeks, labour law reforms, and union organizing. Provides support for migrant workers, retrenched workers, and promotes safer workplaces nationwide.  ",13,https://mtuc.org.my/,+601-948 5348,"Suite 6.22 & 7, Lot 3005 22, Q3A, Hock Kui Commercial Centre, 93150 Kuching, Sarawak",Monday-Friday 08:00-17:00,Malaysian Trades Union Congress (MTUC) Sarawak,"NGO, union, advocacy, labour rights, legal aid, worker protection, free"
82,Malaysian Trades Union Congress (MTUC) Selangor,Legal Aid,sgmtuc@gmail.com.com,"National trade union centre advocating for workers' rights, minimum wage, fair workweeks, labour law reforms, and union organizing. Provides support for migrant workers, retrenched workers, and promotes safer workplaces nationwide.  ",10,https://mtuc.org.my/,+603-802 4295,"10-5, 10-5, Jalan USJ 9/5t, Subang Business Centre, 47620 Subang Jaya, Selangor",Monday-Friday 09:00-17:00,Malaysian Trades Union Congress (MTUC) Selangor,"NGO, union, advocacy, labour rights, legal aid, worker protection, free"
83,Migrant Care,Legal Aid,secretariat@migrantcare.net,"Indonesian NGO established in 2004 to protect and empower migrant workers, especially women in the informal sector. Migrant CARE advocates for dignified livelihoods, global justice, and pro-migrant policies; organizes awareness programs; provides legal aid for workers facing exploitation or violence; and strengthens networks from local to global levels.",14,https://migrantcare.net/tentang-kami/,+62 21 27808211,"Jl. Karang Pola V No.1 4, RT.4/RW.3, Jati Padang, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540, Indonesia",Monday-Friday 09:00-16:00,Migrant Care,"NGO, advocacy, legal aid, migrant rights, worker protection, Indonesian migrant focus, free"
84,Migrant Care,Other support,secretariat@migrantcare.net,"Indonesian NGO established in 2004 to protect and empower migrant workers, especially women in the informal sector. Migrant CARE advocates for dignified livelihoods, global justice, and pro-migrant policies; organizes awareness programs; provides legal aid for workers facing exploitation or violence; and strengthens networks from local to global levels. ",14,https://migrantcare.net/tentang-kami/,+62 21 27808211,"Jl. Karang Pola V No.1 4, RT.4/RW.3, Jati Padang, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540, Indonesia",Monday-Friday 09:00-16:00,Migrant Care,"NGO, advocacy, legal aid, migrant rights, worker protection, Indonesian migrant focus, free"
85,Migrant Care,Work,secretariat@migrantcare.net,"Indonesian NGO established in 2004 to protect and empower migrant workers, especially women in the informal sector. Migrant CARE advocates for dignified livelihoods, global justice, and pro-migrant policies; organizes awareness programs; provides legal aid for workers facing exploitation or violence; and strengthens networks from local to global levels. ",14,https://migrantcare.net/tentang-kami/,+62 21 27808211,"Jl. Karang Pola V No.1 4, RT.4/RW.3, Jati Padang, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540, Indonesia",Monday-Friday 09:00-16:00,Migrant Care,"NGO, advocacy, legal aid, migrant rights, worker protection, Indonesian migrant focus, free"
86,Migrant88,Legal Aid,secretariat@migrant88.com,"Independent, action-driven non-profit think tank with bases in Belgium and Malaysia, investigating corporate power, political repression, and global injustice. Since 2013, MIGRANT88 has produced investigative research exposing labour exploitation, forced migration, and human rights abuses, supporting civil society, media, and grassroots movements in advocacy and policy reform.",14,https://migrant88.com/,No contact number,Online-based (no physical office)  ,"No information available, contact for more detail",Migrant88,"NGO, research, advocacy, labour rights, corporate accountability, free"
87,Migrant88,Work,secretariat@migrant88.com,"Independent, action-driven non-profit think tank with bases in Belgium and Malaysia, investigating corporate power, political repression, and global injustice. Since 2013, MIGRANT88 has produced investigative research exposing labour exploitation, forced migration, and human rights abuses, supporting civil society, media, and grassroots movements in advocacy and policy reform.",14,https://migrant88.com/,No contact number,Online-based (no physical office)  ,"No information available, contact for more detail",Migrant88,"NGO, research, advocacy, labour rights, corporate accountability, free"
88,North South Initiative (NSI),Housing & Shelter,resq@nsinitiative.net,"Emergency ""Solidarity House"" providing short-term stay for male migrant workers and refugees; referrals to partner shelters for women. Targeting Indonesian, Bangladeshi, Pakistani, Myanmar & Nepali communities.",10,https://nsinitiative.net/,+603-766 3546,"A-2-7, Jalan Sungai Jernih 8/1, Seksyen 8 Petaling Jaya, 46050 Petaling Jaya, Selangor",Monday-Friday 10:00-19:00; Saturday 10:00-17:00,North South Initiative (NSI),"NGO, emergency shelter, temporary housing, referrals, migrant communities IDN BGD PAK MMR NPL, free"
89,North South Initiative (NSI),Legal Aid,resq@nsinitiative.net,"Policy advocacy & migrant rights education; cross-border collaboration to improve fair labour migration systems. Targeting Indonesian, Bangladeshi, Pakistani, Myanmar & Nepali workers in Malaysia.",10,https://nsinitiative.net/,+603-766 3546,"A-2-7, Jalan Sungai Jernih 8/1, Seksyen 8 Petaling Jaya, 46050 Petaling Jaya, Selangor",Monday-Friday 10:00-19:00; Saturday 10:00-17:00,North South Initiative (NSI),"NGO, advocacy, labour rights, migration policy, legal awareness, migrant communities IDN BGD PAK MMR NPL, free"
90,Parti Socialis Malaysia (PSM) Migrant Desk,Legal Aid,pusat@partisosialis.org ,"Coalition of NGOs, unions, and civil society groups in Malaysia advocating for a comprehensive national policy on labour migration. Organised multi-stakeholder consultations on recruitment, employment rights, undocumented labour, detention, social security, health, and family rights, and continues to push for fair policies protecting migrant workers.  ",14,https://partisosialis.org/,+603-285 7510,"No. 140, Jalan Sultan Abdul Samad, Brickfields 50470 Kuala Lumpur, Malaysia","No information available, contact for more detail",Parti Socialis Malaysia (PSM) Migrant Desk,"coalition, advocacy, labour rights, policy reform, legal aid"
91,Pejabat Tenaga Kerja (Kuala Lumpur),Housing & Shelter,jtknklumpur@mohr.gov.my,Federal Territory labour office for wage/OT/rest day complaints; hostel standards (Act 446) advice; mediation & enforcement.,14,https://jtksm.mohr.gov.my/ms,+603-414 1460,"TINGKAT 9, JABATAN TENAGA KERJA, Menara Perkeso, Jln Ampang, Taman U Thant, 55000 Kuala Lumpur, Federal Territory of Kuala Lumpur",Monday-Friday 08:00-16:30,Department of Labour (Kuala Lumpur) (Pejabat Tenaga Kerja (Kuala Lumpur)),"wage claim, overtime, rest days, complaints, hostel standards"
92,Pejabat Tenaga Kerja (Kuala Lumpur),Work,jtknklumpur@mohr.gov.my,Federal Territory labour office for wage/OT/rest day complaints; hostel standards (Act 446) advice; mediation & enforcement.,14,https://jtksm.mohr.gov.my/ms,+603-414 1460,"TINGKAT 9, JABATAN TENAGA KERJA, Menara Perkeso, Jln Ampang, Taman U Thant, 55000 Kuala Lumpur",Monday-Friday 08:00-16:30,Department of Labour (Kuala Lumpur) (Pejabat Tenaga Kerja (Kuala Lumpur)),"wage claim, overtime, rest days, complaints, hostel standards"
93,Perak Women for Women Society (PWW),Housing & Shelter,perakwomenforwomen@gmail.com,"Malaysian NGO established in 2004, dedicated to defending women's rights and improving socio-economic status. Provides temporary shelter, legal support, case management, and immediate assistance for women and children victims of violence, while engaging in advocacy, awareness raising, and research.  ",8,https://pww.org.my/,+601-165 5697,"15, Jalan Market, 30000 Ipoh, Perak",Monday-Sunday 10:00-15:00,Perak Women for Women Society (PWW),"NGO, women rights, shelter, legal support, advocacy, community support, free"
94,Perak Women for Women Society (PWW),Other Support,perakwomenforwomen@gmail.com,"Malaysian NGO established in 2004, dedicated to defending women's rights and improving socio-economic status. Provides temporary shelter, legal support, case management, and immediate assistance for women and children victims of violence, while engaging in advocacy, awareness raising, and research.",8,https://pww.org.my/,+601-165 5697,"15, Jalan Market, 30000 Ipoh, Perak",Monday-Sunday 10:00-15:00,Perak Women for Women Society (PWW),"NGO, women rights, shelter, legal support, advocacy, community support, free"
95,Persatuan Sahabat Wanita Selangor,Other Support,sahabatwanita@gmail.com,"Malaysian NGO founded in 1984 to support women workers, particularly those in vulnerable industries. PSWS empowers women to protect and advance their rights through legal support, advocacy, awareness raising, capacity building, research, and case management.  ",10,https://persatuansahabatwanita.org/,+603-873 7838,"11A, Jalan Restu 1, Taman Restu 43000 Kajang, Selangor, Malaysia",Monday-Friday 09:00-18:00,Selangor Friends Of Women Association (Persatuan Sahabat Wanita Selangor),"NGO, women workers, legal support, advocacy, capacity building, community support, free"
96,Pertubuhan Keselamatan Sosial (PERKESO) Ibu Pejabat,Health & Wellbeing,perkeso@perkeso.gov.my,"National social security/insurance body; compensation, rehab, and support for all workers including migrants.",14,https://www.perkeso.gov.my,+603-426 4500,"Menara PERKESO, 281, Jalan Ampang, 50538 Kuala Lumpur",Monday-Friday 08:00-17:00,Social Security Organisation (SOCSO) Headquarters (Pertubuhan Keselamatan Sosial (PERKESO) Ibu Pejabat),"govt, appointment, walk-in, insurance, free legal help, EN, MS, HI"
97,Pertubuhan Keselamatan Sosial (PERKESO) Sabah,Health & Wellbeing,sabah@perkeso.gov.my,Sabah branch for worker social protection for Sabah.,12,https://www.perkeso.gov.my/en/sabah.html,+608-825 3622,"Jalan Kolam, Luyang Commercial Centre, 88300 Kota Kinabalu, Sabah",Monday-Friday 08:00-17:00,Social Security Organisation (SOCSO) Sabah (Pertubuhan Keselamatan Sosial (PERKESO) Sabah),"govt, walk-in, insurance, free legal help, EN, MS, HI"
98,Pertubuhan Keselamatan Sosial (PERKESO) Selangor,Health & Wellbeing,selangor@perkeso.gov.my,SOCSO branch in Selangor for workers & migrants.,10,https://www.perkeso.gov.my/en/selangor.html,+603-334 1820,"PERKESO Building, Persiaran Sukan Section 13, 40675 Shah Alam, Selangor",Monday-Friday 08:00-17:00,Social Security Organisation (SOCSO) Selangor (Pertubuhan Keselamatan Sosial (PERKESO) Selangor),"govt, walk-in, insurance, free legal help, EN, MS, HI"
99,Project Liber8,Legal Aid,general@projectliber8.org,"Malaysian NGO advocating for the rights of trafficked victims, migrant workers, and refugees by challenging harmful perceptions, raising awareness, and promoting inclusion. Project Liber8 works to dismantle stigma and build a society that supports equal access to opportunities and services.  ",10,https://projectliber8.org/,+603-773 2669,"D-3A-47, PJU 6A, Lebuhraya SPRINT, 10 Boulevard, 46400 Petaling Jaya, Selangor",Monday-Sunday 09:00-17:00,Project Liber8,"NGO, advocacy, anti trafficking, awareness, inclusion, free"
100,Suara Rakyat Malaysia (SUARAM),Legal Aid,suaram@suaram.net,"Human rights monitoring, advocacy and legal referrals for vulnerable groups including migrant workers.",1,https://www.suaram.net/,+603-795 4572,"433-A Jalan 5/46, 46000 Petaling Jaya, Selangor, Malaysia",Monday-Friday 10:30-17:30,Voice of the Malaysian People (Suara Rakyat Malaysia (SUARAM)),"NGO, rights education, advocacy, legal referrals, appointment, free"
101,Suruhanjaya Hak Asasi Manusia Malaysia (SUHAKAM),Legal Aid,humanrights@suhakam.org.my,"Supports the government in developing policies and practices that protect vulnerable groups, including migrant workers. Focus areas include access to healthcare, education, and fair work for Indigenous Peoples, stateless persons, transgender communities, and migrants. Provides research, publications, and advocacy to promote human rights in line with international standards.",14,https://suhakam.org.my/,+603-261 2560,"11th Floor, Menara TH Perdana, Jalan Sultan Ismail, 50250, Wilayah Persekutuan Kuala Lumpur.",Monday-Friday 08:00-17:00,Human Rights Commission of Malaysia (Suruhanjaya Hak Asasi Manusia Malaysia (SUHAKAM) Ibu Pejabat),"human rights, migrant workers, policy research, advocacy, government support, healthcare, education, fair work, free"
102,Tenaganita,Housing & Shelter,general@tenaganita.net,"Migrant rights casework, legal referrals and safe-shelter support for vulnerable workers, including trafficking survivors.",10,https://tenaganita.net/,+603-777 0367,"12, Jalan 6/11, Seksyen 6, 46000 Petaling Jaya, Selangor, Malaysia",Monday-Friday 09:30-18:00,Tenaganita,"NGO, housing advice, case management, hardship aid, free, speak Nepali"
103,Tzu Chi (Headquarters),Housing & Shelter,info@tzuchi.my,"Provides food aid, emergency relief, and temporary shelter for vulnerable communities including migrant workers and refugees. Nationwide presence with main centre in KL & Selangor.",14,https://www.tzuchi.my/en,+603-625 6380,"KL Tzu-Chi Jing Si Hall, No 359, Jalan Kepong, 52000 Kuala Lumpur",Monday-Sunday 09:00-16:00,Tzu Chi (Headquarters),"NGO, food aid, emergency relief, shelter, free"
104,Tzu Chi (Kedah Branch),Housing & Shelter,tzwelfarekd@yahoo.com,"Provides food aid, emergency relief, and temporary shelter for vulnerable communities including migrant workers and refugees. Nationwide presence with main centre in KL & Selangor.",2,https://www.tzuchi.my/en,+604-731 1013,"535A, Jalan Perak, Kws Perindustrian Mergong  205150 Alor Setar, Kedah",Monday-Sunday 08:30-17:30,Tzu Chi (Kedah Branch),"NGO, food aid, emergency relief, shelter, free"
105,Tzu Chi (Malacca Branch),Housing & Shelter,btzuchi@tzuchi.my,"Provides food aid, emergency relief, and temporary shelter for vulnerable communities including migrant workers and refugees. Nationwide presence with main centre in KL & Selangor.",4,https://www.tzuchi.my/en,+606-281 0818,"7850, Lot 922-923, Kws Perindustrian, Batu Berendam Fasa 3(B), Batu Berendam, 75350 Malacca",Monday-Saturday 08:30-18:00,Tzu Chi (Malacca Branch),"NGO, food aid, emergency relief, shelter, free"
106,Tzu Chi (Penang Branch),Housing & Shelter,info@tzuchi.my,"Provides food aid, emergency relief, and temporary shelter for vulnerable communities including migrant workers and refugees. Nationwide presence with main centre in KL & Selangor.",7,https://www.tzuchi.my/en,+604-228 1013,"316, Jalan Macalister, 10450 Penang",Monday-Sunday 08:00-14:00,Tzu Chi (Penang Branch),"NGO, food aid, emergency relief, shelter, free"
107,Tzu Chi Learning Centre - Ampang,Other Support,info@tzuchi.my,Learning centre providing primary education for non-citizen children; run by Tzu Chi Foundation; intake by assessment/availability.,10,https://www.tzuchi.my/en,+603-625 6380,Contact Tzu Chi (Headquarters) for more detail,Contact Tzu Chi (Headquarters) for more detail,Tzu Chi Learning Centre - Ampang,"children education, learning centre, non citizen, primary, NGO, intake required, free"
