"org_id","org_name","service_type","org_email","org_descr_en","state_code","org_url","org_phone_no","org_address","operation_hour","org_en","tag"
"85","Migrant Care","Work","secretariat@migrantcare.net","Indonesian NGO established in 2004 to protect and empower migrant workers, especially women in the informal sector. Migrant CARE advocates for dignified livelihoods, global justice, and pro-migrant policies; organizes awareness programs; provides legal aid for workers facing exploitation or violence; and strengthens networks from local to global levels. ","14","https://migrantcare.net/tentang-kami/","+62 21 27808211","Jl. Karang Pola V No.1 4, RT.4/RW.3, Jati Padang, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540, Indonesia","Monday-Friday 09:00-16:00","Migrant Care","NGO, advocacy, legal aid, migrant rights, worker protection, Indonesian migrant focus, free"
"86","Migrant88","Legal Aid","secretariat@migrant88.com","Independent, action-driven non-profit think tank with bases in Belgium and Malaysia, investigating corporate power, political repression, and global injustice. Since 2013, MIGRANT88 has produced investigative research exposing labour exploitation, forced migration, and human rights abuses, supporting civil society, media, and grassroots movements in advocacy and policy reform.","14","https://migrant88.com/","No contact number","Online-based (no physical office)  ","No information available, contact for more detail","Migrant88","NGO, research, advocacy, labour rights, corporate accountability, free"
"87","Migrant88","Work","secretariat@migrant88.com","Independent, action-driven non-profit think tank with bases in Belgium and Malaysia, investigating corporate power, political repression, and global injustice. Since 2013, MIGRANT88 has produced investigative research exposing labour exploitation, forced migration, and human rights abuses, supporting civil society, media, and grassroots movements in advocacy and policy reform.","14","https://migrant88.com/","No contact number","Online-based (no physical office)  ","No information available, contact for more detail","Migrant88","NGO, research, advocacy, labour rights, corporate accountability, free"
"88","North South Initiative (NSI)","Housing & Shelter","resq@nsinitiative.net","Emergency Solidarity House providing short-term stay for male migrant workers and refugees; referrals to partner shelters for women. Targeting Indonesian, Bangladeshi, Pakistani, Myanmar & Nepali communities.","10","https://nsinitiative.net/","+603-766 3546","A-2-7, Jalan Sungai Jernih 8/1, Seksyen 8 Petaling Jaya, 46050 Petaling Jaya, Selangor","Monday-Friday 10:00-19:00; Saturday 10:00-17:00","North South Initiative (NSI)","NGO, emergency shelter, temporary housing, referrals, migrant communities IDN BGD PAK MMR NPL, free"
"89","North South Initiative (NSI)","Legal Aid","resq@nsinitiative.net","Policy advocacy & migrant rights education; cross-border collaboration to improve fair labour migration systems. Targeting Indonesian, Bangladeshi, Pakistani, Myanmar & Nepali workers in Malaysia.","10","https://nsinitiative.net/","+603-766 3546","A-2-7, Jalan Sungai Jernih 8/1, Seksyen 8 Petaling Jaya, 46050 Petaling Jaya, Selangor","Monday-Friday 10:00-19:00; Saturday 10:00-17:00","North South Initiative (NSI)","NGO, advocacy, labour rights, migration policy, legal awareness, migrant communities IDN BGD PAK MMR NPL, free"
"90","Parti Socialis Malaysia (PSM) Migrant Desk","Legal Aid","pusat@partisosialis.org ","Coalition of NGOs, unions, and civil society groups in Malaysia advocating for a comprehensive national policy on labour migration. Organised multi-stakeholder consultations on recruitment, employment rights, undocumented labour, detention, social security, health, and family rights, and continues to push for fair policies protecting migrant workers.  ","14","https://partisosialis.org/","+603-285 7510","No. 140, Jalan Sultan Abdul Samad, Brickfields 50470 Kuala Lumpur, Malaysia","No information available, contact for more detail","Parti Socialis Malaysia (PSM) Migrant Desk","coalition, advocacy, labour rights, policy reform, legal aid"
"91","Pejabat Tenaga Kerja (Kuala Lumpur)","Housing & Shelter","jtknklumpur@mohr.gov.my","Federal Territory labour office for wage/OT/rest day complaints; hostel standards (Act 446) advice; mediation & enforcement.","14","https://jtksm.mohr.gov.my/ms","+603-414 1460","TINGKAT 9, JABATAN TENAGA KERJA, Menara Perkeso, Jln Ampang, Taman U Thant, 55000 Kuala Lumpur, Federal Territory of Kuala Lumpur","Monday-Friday 08:00-16:30","Department of Labour (Kuala Lumpur) (Pejabat Tenaga Kerja (Kuala Lumpur))","wage claim, overtime, rest days, complaints, hostel standards"
"92","Pejabat Tenaga Kerja (Kuala Lumpur)","Work","jtknklumpur@mohr.gov.my","Federal Territory labour office for wage/OT/rest day complaints; hostel standards (Act 446) advice; mediation & enforcement.","14","https://jtksm.mohr.gov.my/ms","+603-414 1460","TINGKAT 9, JABATAN TENAGA KERJA, Menara Perkeso, Jln Ampang, Taman U Thant, 55000 Kuala Lumpur","Monday-Friday 08:00-16:30","Department of Labour (Kuala Lumpur) (Pejabat Tenaga Kerja (Kuala Lumpur))","wage claim, overtime, rest days, complaints, hostel standards"
"93","Perak Women for Women Society (PWW)","Housing & Shelter","perakwomenforwomen@gmail.com","Malaysian NGO established in 2004, dedicated to defending women's rights and improving socio-economic status. Provides temporary shelter, legal support, case management, and immediate assistance for women and children victims of violence, while engaging in advocacy, awareness raising, and research.  ","8","https://pww.org.my/","+601-165 5697","15, Jalan Market, 30000 Ipoh, Perak","Monday-Sunday 10:00-15:00","Perak Women for Women Society (PWW)","NGO, women rights, shelter, legal support, advocacy, community support, free"
"94","Perak Women for Women Society (PWW)","Other Support","perakwomenforwomen@gmail.com","Malaysian NGO established in 2004, dedicated to defending women's rights and improving socio-economic status. Provides temporary shelter, legal support, case management, and immediate assistance for women and children victims of violence, while engaging in advocacy, awareness raising, and research.","8","https://pww.org.my/","+601-165 5697","15, Jalan Market, 30000 Ipoh, Perak","Monday-Sunday 10:00-15:00","Perak Women for Women Society (PWW)","NGO, women rights, shelter, legal support, advocacy, community support, free"
"95","Persatuan Sahabat Wanita Selangor","Other Support","sahabatwanita@gmail.com","Malaysian NGO founded in 1984 to support women workers, particularly those in vulnerable industries. PSWS empowers women to protect and advance their rights through legal support, advocacy, awareness raising, capacity building, research, and case management.  ","10","https://persatuansahabatwanita.org/","+603-873 7838","11A, Jalan Restu 1, Taman Restu 43000 Kajang, Selangor, Malaysia","Monday-Friday 09:00-18:00","Selangor Friends Of Women Association (Persatuan Sahabat Wanita Selangor)","NGO, women workers, legal support, advocacy, capacity building, community support, free"
"96","Pertubuhan Keselamatan Sosial (PERKESO) Ibu Pejabat","Health & Wellbeing","perkeso@perkeso.gov.my","National social security/insurance body; compensation, rehab, and support for all workers including migrants.","14","https://www.perkeso.gov.my","+603-426 4500","Menara PERKESO, 281, Jalan Ampang, 50538 Kuala Lumpur","Monday-Friday 08:00-17:00","Social Security Organisation (SOCSO) Headquarters (Pertubuhan Keselamatan Sosial (PERKESO) Ibu Pejabat)","govt, appointment, walk-in, insurance, free legal help, EN, MS, HI"
"97","Pertubuhan Keselamatan Sosial (PERKESO) Sabah","Health & Wellbeing","sabah@perkeso.gov.my","Sabah branch for worker social protection for Sabah.","12","https://www.perkeso.gov.my/en/sabah.html","+608-825 3622","Jalan Kolam, Luyang Commercial Centre, 88300 Kota Kinabalu, Sabah","Monday-Friday 08:00-17:00","Social Security Organisation (SOCSO) Sabah (Pertubuhan Keselamatan Sosial (PERKESO) Sabah)","govt, walk-in, insurance, free legal help, EN, MS, HI"
"98","Pertubuhan Keselamatan Sosial (PERKESO) Selangor","Health & Wellbeing","selangor@perkeso.gov.my","SOCSO branch in Selangor for workers & migrants.","10","https://www.perkeso.gov.my/en/selangor.html","+603-334 1820","PERKESO Building, Persiaran Sukan Section 13, 40675 Shah Alam, Selangor","Monday-Friday 08:00-17:00","Social Security Organisation (SOCSO) Selangor (Pertubuhan Keselamatan Sosial (PERKESO) Selangor)","govt, walk-in, insurance, free legal help, EN, MS, HI"
"99","Project Liber8","Legal Aid","general@projectliber8.org","Malaysian NGO advocating for the rights of trafficked victims, migrant workers, and refugees by challenging harmful perceptions, raising awareness, and promoting inclusion. Project Liber8 works to dismantle stigma and build a society that supports equal access to opportunities and services.  ","10","https://projectliber8.org/","+603-773 2669","D-3A-47, PJU 6A, Lebuhraya SPRINT, 10 Boulevard, 46400 Petaling Jaya, Selangor","Monday-Sunday 09:00-17:00","Project Liber8","NGO, advocacy, anti trafficking, awareness, inclusion, free"
"100","Suara Rakyat Malaysia (SUARAM)","Legal Aid","suaram@suaram.net","Human rights monitoring, advocacy and legal referrals for vulnerable groups including migrant workers.","1","https://www.suaram.net/","+603-795 4572","433-A Jalan 5/46, 46000 Petaling Jaya, Selangor, Malaysia","Monday-Friday 10:30-17:30","Voice of the Malaysian People (Suara Rakyat Malaysia (SUARAM))","NGO, rights education, advocacy, legal referrals, appointment, free"
"101","Suruhanjaya Hak Asasi Manusia Malaysia (SUHAKAM)","Legal Aid","humanrights@suhakam.org.my","Supports the government in developing policies and practices that protect vulnerable groups, including migrant workers. Focus areas include access to healthcare, education, and fair work for Indigenous Peoples, stateless persons, transgender communities, and migrants. Provides research, publications, and advocacy to promote human rights in line with international standards.","14","https://suhakam.org.my/","+603-261 2560","11th Floor, Menara TH Perdana, Jalan Sultan Ismail, 50250, Wilayah Persekutuan Kuala Lumpur.","Monday-Friday 08:00-17:00","Human Rights Commission of Malaysia (Suruhanjaya Hak Asasi Manusia Malaysia (SUHAKAM) Ibu Pejabat)","human rights, migrant workers, policy research, advocacy, government support, healthcare, education, fair work, free"
"102","Tenaganita","Housing & Shelter","general@tenaganita.net","Migrant rights casework, legal referrals and safe-shelter support for vulnerable workers, including trafficking survivors.","10","https://tenaganita.net/","+603-777 0367","12, Jalan 6/11, Seksyen 6, 46000 Petaling Jaya, Selangor, Malaysia","Monday-Friday 09:30-18:00","Tenaganita","NGO, housing advice, case management, hardship aid, free, speak Nepali"
"103","Tzu Chi (Headquarters)","Housing & Shelter","info@tzuchi.my","Provides food aid, emergency relief, and temporary shelter for vulnerable communities including migrant workers and refugees. Nationwide presence with main centre in KL & Selangor.","14","https://www.tzuchi.my/en","+603-625 6380","KL Tzu-Chi Jing Si Hall, No 359, Jalan Kepong, 52000 Kuala Lumpur","Monday-Sunday 09:00-16:00","Tzu Chi (Headquarters)","NGO, food aid, emergency relief, shelter, free"
"104","Tzu Chi (Kedah Branch)","Housing & Shelter","tzwelfarekd@yahoo.com","Provides food aid, emergency relief, and temporary shelter for vulnerable communities including migrant workers and refugees. Nationwide presence with main centre in KL & Selangor.","2","https://www.tzuchi.my/en","+604-731 1013","535A, Jalan Perak, Kws Perindustrian Mergong  205150 Alor Setar, Kedah","Monday-Sunday 08:30-17:30","Tzu Chi (Kedah Branch)","NGO, food aid, emergency relief, shelter, free"
"105","Tzu Chi (Malacca Branch)","Housing & Shelter","btzuchi@tzuchi.my","Provides food aid, emergency relief, and temporary shelter for vulnerable communities including migrant workers and refugees. Nationwide presence with main centre in KL & Selangor.","4","https://www.tzuchi.my/en","+606-281 0818","7850, Lot 922-923, Kws Perindustrian, Batu Berendam Fasa 3(B), Batu Berendam, 75350 Malacca","Monday-Saturday 08:30-18:00","Tzu Chi (Malacca Branch)","NGO, food aid, emergency relief, shelter, free"
"106","Tzu Chi (Penang Branch)","Housing & Shelter","info@tzuchi.my","Provides food aid, emergency relief, and temporary shelter for vulnerable communities including migrant workers and refugees. Nationwide presence with main centre in KL & Selangor.","7","https://www.tzuchi.my/en","+604-228 1013","316, Jalan Macalister, 10450 Penang","Monday-Sunday 08:00-14:00","Tzu Chi (Penang Branch)","NGO, food aid, emergency relief, shelter, free"
"107","Tzu Chi Learning Centre - Ampang","Other Support","info@tzuchi.my","Learning centre providing primary education for non-citizen children; run by Tzu Chi Foundation; intake by assessment/availability.","10","https://www.tzuchi.my/en","+603-625 6380","Contact Tzu Chi (Headquarters) for more detail","Contact Tzu Chi (Headquarters) for more details","Tzu Chi Learning Centre - Ampang","children education, learning centre, non citizen, primary, NGO, intake required, free"
"108","Tzu Chi Learning Centre - Kota Kinabalu","Other Support","info@tzuchi.my","Learning centre providing primary education for non-citizen children; run by Tzu Chi Foundation; intake by assessment/availability.","12","https://www.tzuchi.my/en","+603-625 6380","Contact Tzu Chi (Headquarters) for more detail","Contact Tzu Chi (Headquarters) for more details","Tzu Chi Learning Centre - Kota Kinabalu","children education, learning centre, non citizen, primary, NGO, intake required, free"
"109","Tzu Chi Learning Centre - Sandakan","Other Support","info@tzuchi.my","Learning centre providing primary education for non-citizen children; run by Tzu Chi Foundation; intake by assessment/availability.","12","https://www.tzuchi.my/en","+603-625 6380","Contact Tzu Chi (Headquarters) for more detail","Contact Tzu Chi (Headquarters) for more details","Tzu Chi Learning Centre - Sandakan","children education, learning centre, non citizen, primary, NGO, intake required, free"
"110","Tzu Chi Learning Centre - Selayang","Other Support","info@tzuchi.my","Learning centre providing primary education for non-citizen children; run by Tzu Chi Foundation; intake by assessment/availability.","10","https://www.tzuchi.my/en","+603-625 6380","Contact Tzu Chi (Headquarters) for more detail","Contact Tzu Chi (Headquarters) for more details","Tzu Chi Learning Centre - Selayang","children education, learning centre, non citizen, primary, NGO, intake required, free"
"111","Tzu Chi Learning Centre - Tawau","Other Support","info@tzuchi.my","Learning centre providing primary education for non-citizen children; run by Tzu Chi Foundation; intake by assessment/availability.","12","https://www.tzuchi.my/en","+603-625 6380","Contact Tzu Chi (Headquarters) for more detail","Contact Tzu Chi (Headquarters) for more details","Tzu Chi Learning Centre - Tawau","children education, learning centre, non citizen, primary, NGO, intake required, free"
"112","Women's Aid Organisation (WAO)","Other Support","info@wao.org.my","Established in 1982, WAO provides free shelter, counselling, medical care, and crisis support for women and children who survive abuse. It helps survivors of domestic violence, rape, trafficking, and other atrocities rebuild their lives, while also engaging in legal support, advocacy, awareness raising, research, and capacity building.","10","https://wao.org.my/","+603-300 0885","493, Jalan Sultan, 46760 Petaling Jaya, Selangor, Malaysia (Mailing Address)","No information available, contact for more details","Women's Aid Organisation (WAO)","NGO, women rights, shelter, medical, legal support, advocacy, crisis support, free"
"113","Women's Centre for Change (WCC Penang)","Legal Aid","wcc@wccpenang.org","Free and confidential counselling, legal information & court support; advocacy and outreach.","7","https://www.wccpenang.org/","+604-228 0034","241 Jalan Burma, 10350 George Town, Penang, Malaysia","Monday-Friday 09:00-17:00","Women's Centre for Change (WCC Penang)","NGO, women only, counseling, legal info, hotline, referrals, appointment, free"
"114","Yayasan Bantuan Guaman Kebangsaan (YBGK)","Legal Aid","ybgk.kl@gmail.com","Free criminal legal aid for Malaysian citizens and non-citizens under 18; referrals to duty lawyers at police/court.","14","https://www.ybgk.org.my/","+603-269 2112","Unit 3.03, Tingkat 3, Wisma Badan Peguam Malaysia 2, Leboh Pasar Besar,50000 Kuala Lumpur","Monday-Friday 08:30-17:30","National Legal Aid Foundation (Yayasan Bantuan Guaman Kebangsaan (YBGK))","legal aid, children, under 18, criminal, free, referrals"
"300","Klinik Kesihatan Bagan","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-413 8107","MLO 091, Pekan Parit Besar Bagan, 83000 Bagan, Batu Pahat","Sunday-Thursday 08:00-17:00","Bagan Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"301","Klinik Kesihatan Tongkang Pecah","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-415 2091","JTP 121 , Jalan Tongkang Pecah Batu Pahat
","Monday-Friday 08:00-17:00","Tongkang Pecah Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"302","Klinik Kesihatan Senggarang","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-429 1015","5, Batu Pahat, 83200 Senggarang, Johor Darul Ta'zim","Sunday-Thursday 08:00-17:00","Senggarang Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"303","Klinik Kesihatan Semerah","Health & Wellbeing-Public Health Centre","kksemerah@gmail.com","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","https://www.facebook.com/kksemerah/?locale=ms_MY","+607-416 2685","Jalan Muar Semerah, 83000 Mukim 1 Lubok, Batu Pahat","Sunday-Wednesday 08:00-17:00; Thursday 08:00-15:30","Semerah Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"304","Klinik Kesihatan Parit Yaani","Health & Wellbeing-Public Health Centre","klinik.parit.yaani@gmail.com","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-484 6521","Lot 9167, Pekan Parit Yaani, 83710 Mukim 7, Batu Pahat","Sunday-Wednesday 08:00-17:00; Thursday 08:00-15:30","Parit Yaani Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"305","Klinik Kesihatan Rengit","Health & Wellbeing-Public Health Centre","kesihatanrengit@gmail.com","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-424 1224","TLO 52, Jalan Besar Rengit, 83500 Rengit, Batu Pahat","Monday-Friday 08:00-17:00","Rengit Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"306","Klinik Kesihatan Yong Peng","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","https://www.instagram.com/explore/locations/60500649/klinik-kesihatan-yong-peng/","+607-467 1361","Lot 8905, Jalan Besar Yong Peng, 87000 Semerong, Batu Pahat","Sunday-Wednesday 08:00-17:00; Thursday 08:00-15:30","Yong Peng Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"307","Klinik Kesihatan Batu Pahat","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-434 3355","PTD 6625, Jalan Kluang, 83000 Simpang Kanan, Batu Pahat","Monday-Friday 08:00-17:00","Batu Pahat Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"308","Klinik Kesihatan Pesta","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-434 3355","PTD 13591, Kampung Kenang-Kenangan Dato' Onn, Jalan Perak, 83000 Simpang Kanan, Batu Pahat","No information available, contact for more details","Pesta Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"309","Klinik Kesihatan Sri Gading","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-455 8216","Lot 5360, Sri Gading, Jalan Kluang, 83000 Simpang Kanan, Batu Pahat","Monday-Friday 08:00-17:00","Sri Gading Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"310","Klinik Kesihatan Parit Sulong","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-418 6204","Lot 608, Pekan Parit Sulong, 83500 Simpang Kiri, Batu Pahat","Monday-Friday 08:00-17:00","Parit Sulong Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"311","Klinik Kesihatan Ayer Hitam","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","https://www.facebook.com/klinikayerhitam/?locale=ms_MY","+607-758 1966","PTD 5728, Jln Besar ke Yong Peng, 83000 Sri Gading, Batu Pahat","No information available, contact for more details","Ayer Hitam Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"312","Klinik Kesihatan Parit Raja","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-454 1237","MLO 261, Jalan Besar Air Hitam, 86400 Sri Gading, Batu Pahat","Monday-Thursday 08:00-15:00; Friday 24hr	","Parit Raja Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment, Friday 24/7"
"313","Klinik Kesihatan Sri Merlong","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-425 8511","Lot 5086, Kampung Sri Merlong, 83100 Sungai Kluang, Batu Pahat","Sunday-Thursday 08:00-17:00","Sri Merlong Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"314","Klinik Kesihatan Gelang Patah","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-510 1252","JKR 4176 Jalan Besar, 81550 Gelang Patah, Johor Bahru","Monday-Friday 08:00-17:00","Gelang Patah Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"315","Klinik Kesihatan Paya Mengkuang","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-508 0015","JKR 4091 Jln Kelasi, Desa Paya Mengkuang, 81560 Gelang Patah, Johor Bahru","Sunday 08:00-14:00; Monday-Thursday 08:00-17:00","Paya Mengkuang Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"316","Klinik Kesihatan Kempas","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-238 2060","JKR 6044, Jalan Persiaran Tanjung, 81200 Johor Bahru, Johor Bahru","Monday-Thursday 08:00-17:00; Friday 08:00-12:15 and 14:45-17:00","Kempas Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"317","Klinik Kesihatan Larkin","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-223 3249","PTD 4999, Jalan Sentosa, 80350 Johor Bahru, Johor Bahru","Monday-Wednesday 08:00-17:00; Thursday 08:00-15:30; Friday 08:00-17:00 ","Larkin Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"318","Klinik Kesihatan Mahmoodiah","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-226 6166","JKR 6274, Jalan Mahmoodiah, 80100 Johor Bahru, Johor Bahru","Sunday-Thursday 08:00-21:30; Friday-Saturday 09:00-21:30","Mahmoodiah Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"319","Klinik Kesihatan Majidee","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","https://www.facebook.com/kkmajidee/?locale=ms_MY","+607-332 3535","JKR 5909/D Jln Sekolah Kg Melayu Majidee, 81100 Johor Bahru, Johor Bahru","Monday-Thursday 08:00-13:00 and 14:00-17:00; Friday 08:00-12:15 and 14:45-17:00","Majidee Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"320","Klinik Kesihatan Sultan Ismail","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","https://www.instagram.com/explore/locations/766610663540678/klinik-kesihatan-sultan-ismail/","+607-357 7121","Jalan Persiaran Mutiara Emas Utama, Taman Mount Austin, 81100 Johor Bahru, Johor Bahru","Monday-Friday 08:00-21:30; Saturday 09:00-13:00","Sultan Ismail Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"321","Klinik Kesihatan Taman Ungku Tun Aminah","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-511 3727","119, Jalan Pendekar 2, Taman Ungku Tun Aminah, 81300 Skudai, Johor Darul Ta'zim","No information available, contact for more details","Taman Ungku Tun Aminah Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"322","Klinik Kesihatan Taman Universiti","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-521 6800","Jalan Kebudayaan 28, Taman Universiti, 81300 Johor Bahru, Johor Bahru","Monday-Friday 08:00-17:00","Taman Universiti Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"323","Klinik Kesihatan Tampoi","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-236 1030","JKR 3769-1, Batu 5, Jalan Skudai, 81200 Johor Bahru, Johor Bahru","Monday-Thursday 08:00-17:00; Friday 08:00-12:15 and 14:45-17:00","Tampoi Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"324","Klinik Kesihatan Tebrau","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-334 2067","JKR 5409,5410,5413, Jalan Kerambit, 80050 Johor Bahru, Johor Bahru","Monday-Thursday 08:00-17:00; Friday 08:00-17:30; Saturday 08:00-04:30","Tebrau Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
"325","Klinik Kesihatan Ulu Tiram","Health & Wellbeing-Public Health Centre","No email detail. Please contact via other contact detail","Government primary care clinics under MOH offering outpatient care, maternal and child health, immunisations, basic screening and referrals to hospitals; fees are generally subsidised.","1","No URL","+607-861 1902","JKR 2156, Jln Besar Ulu Tiram, 81800 Johor Bahru, Johor Bahru","Monday-Thursday 08:00-13:00 and 14:00-17:00; Friday 08:00-12:15 and 14:45-17:00","Ulu Tiram Health Clinic","government, primary care, outpatient, maternal, child health, immunisation, screening, referral, subsidised, walk-in, appointment"
